date,borough,complaint_group,request_volume
2024-03-21,Queens,Housing,465
2024-03-21,Queens,Noise,250
2024-03-21,Queens,Other,246
2024-03-21,Queens,Public Safety,48
2024-03-21,Queens,Sanitation,109
2024-03-21,Queens,Street Condition,258
2024-03-21,Queens,Traffic,704
2024-03-21,Queens,Water,99
2024-03-21,Staten Island,Housing,54
2024-03-21,Staten Island,Noise,39
2024-03-21,Staten Island,Other,37
2024-03-21,Staten Island,Public Safety,5
2024-03-21,Staten Island,Sanitation,36
2024-03-21,Staten Island,Street Condition,53
2024-03-21,Staten Island,Traffic,70
2024-03-21,Staten Island,Water,16
2024-03-22,Bronx,Housing,862
2024-03-22,Bronx,Noise,289
2024-03-22,Bronx,Other,102
2024-03-22,Bronx,Public Safety,31
2024-03-22,Bronx,Sanitation,83
2024-03-22,Bronx,Street Condition,89
2024-03-22,Bronx,Traffic,349
2024-03-22,Bronx,Water,65
2024-03-22,Brooklyn,Housing,634
2024-03-22,Brooklyn,Noise,424
2024-03-22,Brooklyn,Other,334
2024-03-22,Brooklyn,Public Safety,57
2024-03-22,Brooklyn,Sanitation,201
2024-03-22,Brooklyn,Street Condition,137
2024-03-22,Brooklyn,Traffic,857
2024-03-22,Brooklyn,Water,101
2024-03-22,Manhattan,Housing,512
2024-03-22,Manhattan,Noise,505
2024-03-22,Manhattan,Other,274
2024-03-22,Manhattan,Public Safety,110
2024-03-22,Manhattan,Sanitation,79
2024-03-22,Manhattan,Street Condition,94
2024-03-22,Manhattan,Traffic,248
2024-03-22,Manhattan,Water,39
2024-03-22,Queens,Housing,393
2024-03-22,Queens,Noise,317
2024-03-22,Queens,Other,243
2024-03-22,Queens,Public Safety,73
2024-03-22,Queens,Sanitation,105
2024-03-22,Queens,Street Condition,188
2024-03-22,Queens,Traffic,769
2024-03-22,Queens,Water,97
2024-03-22,Staten Island,Housing,41
2024-03-22,Staten Island,Noise,27
2024-03-22,Staten Island,Other,42
2024-03-22,Staten Island,Public Safety,7
2024-03-22,Staten Island,Sanitation,52
2024-03-22,Staten Island,Street Condition,51
2024-03-22,Staten Island,Traffic,73
2024-03-22,Staten Island,Water,32
2024-03-23,Bronx,Housing,756
2024-03-23,Bronx,Noise,384
2024-03-23,Bronx,Other,67
2024-03-23,Bronx,Public Safety,28
2024-03-23,Bronx,Sanitation,36
2024-03-23,Bronx,Street Condition,79
2024-03-23,Bronx,Traffic,252
2024-03-23,Bronx,Water,231
2024-03-23,Brooklyn,Housing,486
2024-03-23,Brooklyn,Noise,475
2024-03-23,Brooklyn,Other,143
2024-03-23,Brooklyn,Public Safety,46
2024-03-23,Brooklyn,Sanitation,99
2024-03-23,Brooklyn,Street Condition,156
2024-03-23,Brooklyn,Traffic,566
2024-03-23,Brooklyn,Water,247
2024-03-23,Manhattan,Housing,363
2024-03-23,Manhattan,Noise,383
2024-03-23,Manhattan,Other,170
2024-03-23,Manhattan,Public Safety,83
2024-03-23,Manhattan,Sanitation,52
2024-03-23,Manhattan,Street Condition,120
2024-03-23,Manhattan,Traffic,125
2024-03-23,Manhattan,Water,123
2024-03-23,Queens,Housing,261
2024-03-23,Queens,Noise,300
2024-03-23,Queens,Other,152
2024-03-23,Queens,Public Safety,34
2024-03-23,Queens,Sanitation,35
2024-03-23,Queens,Street Condition,141
2024-03-23,Queens,Traffic,632
2024-03-23,Queens,Water,308
2024-03-23,Staten Island,Housing,40
2024-03-23,Staten Island,Noise,43
2024-03-23,Staten Island,Other,29
2024-03-23,Staten Island,Public Safety,2
2024-03-23,Staten Island,Sanitation,17
2024-03-23,Staten Island,Street Condition,33
2024-03-23,Staten Island,Traffic,49
2024-03-23,Staten Island,Water,121
2024-03-24,Bronx,Housing,585
2024-03-24,Bronx,Noise,347
2024-03-24,Bronx,Other,70
2024-03-24,Bronx,Public Safety,25
2024-03-24,Bronx,Sanitation,50
2024-03-24,Bronx,Street Condition,58
2024-03-24,Bronx,Traffic,352
2024-03-24,Bronx,Water,43
2024-03-24,Brooklyn,Housing,503
2024-03-24,Brooklyn,Noise,732
2024-03-24,Brooklyn,Other,196
2024-03-24,Brooklyn,Public Safety,52
2024-03-24,Brooklyn,Sanitation,118
2024-03-24,Brooklyn,Street Condition,115
2024-03-24,Brooklyn,Traffic,756
2024-03-24,Brooklyn,Water,59
2024-03-24,Manhattan,Housing,388
2024-03-24,Manhattan,Noise,650
2024-03-24,Manhattan,Other,258
2024-03-24,Manhattan,Public Safety,99
2024-03-24,Manhattan,Sanitation,53
2024-03-24,Manhattan,Street Condition,71
2024-03-24,Manhattan,Traffic,210
2024-03-24,Manhattan,Water,35
2024-03-24,Queens,Housing,262
2024-03-24,Queens,Noise,430
2024-03-24,Queens,Other,170
2024-03-24,Queens,Public Safety,44
2024-03-24,Queens,Sanitation,96
2024-03-24,Queens,Street Condition,139
2024-03-24,Queens,Traffic,709
2024-03-24,Queens,Water,74
2024-03-24,Staten Island,Housing,27
2024-03-24,Staten Island,Noise,36
2024-03-24,Staten Island,Other,54
2024-03-24,Staten Island,Public Safety,2
2024-03-24,Staten Island,Sanitation,32
2024-03-24,Staten Island,Street Condition,38
2024-03-24,Staten Island,Traffic,77
2024-03-24,Staten Island,Water,25
2024-03-25,Bronx,Housing,897
2024-03-25,Bronx,Noise,254
2024-03-25,Bronx,Other,135
2024-03-25,Bronx,Public Safety,29
2024-03-25,Bronx,Sanitation,55
2024-03-25,Bronx,Street Condition,71
2024-03-25,Bronx,Traffic,383
2024-03-25,Bronx,Water,97
2024-03-25,Brooklyn,Housing,633
2024-03-25,Brooklyn,Noise,400
2024-03-25,Brooklyn,Other,334
2024-03-25,Brooklyn,Public Safety,51
2024-03-25,Brooklyn,Sanitation,147
2024-03-25,Brooklyn,Street Condition,175
2024-03-25,Brooklyn,Traffic,938
2024-03-25,Brooklyn,Water,126
2024-03-25,Manhattan,Housing,612
2024-03-25,Manhattan,Noise,450
2024-03-25,Manhattan,Other,357
2024-03-25,Manhattan,Public Safety,131
2024-03-25,Manhattan,Sanitation,84
2024-03-25,Manhattan,Street Condition,97
2024-03-25,Manhattan,Traffic,254
2024-03-25,Manhattan,Water,70
2024-03-25,Queens,Housing,383
2024-03-25,Queens,Noise,298
2024-03-25,Queens,Other,287
2024-03-25,Queens,Public Safety,44
2024-03-25,Queens,Sanitation,136
2024-03-25,Queens,Street Condition,287
2024-03-25,Queens,Traffic,779
2024-03-25,Queens,Water,103
2024-03-25,Staten Island,Housing,35
2024-03-25,Staten Island,Noise,28
2024-03-25,Staten Island,Other,49
2024-03-25,Staten Island,Public Safety,3
2024-03-25,Staten Island,Sanitation,29
2024-03-25,Staten Island,Street Condition,39
2024-03-25,Staten Island,Traffic,79
2024-03-25,Staten Island,Water,26
2024-03-26,Bronx,Housing,919
2024-03-26,Bronx,Noise,208
2024-03-26,Bronx,Other,163
2024-03-26,Bronx,Public Safety,58
2024-03-26,Bronx,Sanitation,94
2024-03-26,Bronx,Street Condition,90
2024-03-26,Bronx,Traffic,400
2024-03-26,Bronx,Water,65
2024-03-26,Brooklyn,Housing,677
2024-03-26,Brooklyn,Noise,368
2024-03-26,Brooklyn,Other,314
2024-03-26,Brooklyn,Public Safety,88
2024-03-26,Brooklyn,Sanitation,251
2024-03-26,Brooklyn,Street Condition,163
2024-03-26,Brooklyn,Traffic,993
2024-03-26,Brooklyn,Water,129
2024-03-26,Manhattan,Housing,562
2024-03-26,Manhattan,Noise,423
2024-03-26,Manhattan,Other,314
2024-03-26,Manhattan,Public Safety,114
2024-03-26,Manhattan,Sanitation,88
2024-03-26,Manhattan,Street Condition,137
2024-03-26,Manhattan,Traffic,224
2024-03-26,Manhattan,Water,53
2024-03-26,Queens,Housing,305
2024-03-26,Queens,Noise,245
2024-03-26,Queens,Other,253
2024-03-26,Queens,Public Safety,75
2024-03-26,Queens,Sanitation,143
2024-03-26,Queens,Street Condition,253
2024-03-26,Queens,Traffic,860
2024-03-26,Queens,Water,117
2024-03-26,Staten Island,Housing,34
2024-03-26,Staten Island,Noise,27
2024-03-26,Staten Island,Other,45
2024-03-26,Staten Island,Public Safety,10
2024-03-26,Staten Island,Sanitation,25
2024-03-26,Staten Island,Street Condition,73
2024-03-26,Staten Island,Traffic,82
2024-03-26,Staten Island,Water,36
2024-03-27,Bronx,Housing,835
2024-03-27,Bronx,Noise,227
2024-03-27,Bronx,Other,126
2024-03-27,Bronx,Public Safety,44
2024-03-27,Bronx,Sanitation,103
2024-03-27,Bronx,Street Condition,78
2024-03-27,Bronx,Traffic,296
2024-03-27,Bronx,Water,69
2024-03-27,Brooklyn,Housing,605
2024-03-27,Brooklyn,Noise,338
2024-03-27,Brooklyn,Other,358
2024-03-27,Brooklyn,Public Safety,48
2024-03-27,Brooklyn,Sanitation,218
2024-03-27,Brooklyn,Street Condition,217
2024-03-27,Brooklyn,Traffic,818
2024-03-27,Brooklyn,Water,109
2024-03-27,Manhattan,Housing,427
2024-03-27,Manhattan,Noise,377
2024-03-27,Manhattan,Other,334
2024-03-27,Manhattan,Public Safety,171
2024-03-27,Manhattan,Sanitation,74
2024-03-27,Manhattan,Street Condition,110
2024-03-27,Manhattan,Traffic,271
2024-03-27,Manhattan,Water,44
2024-03-27,Queens,Housing,273
2024-03-27,Queens,Noise,282
2024-03-27,Queens,Other,268
2024-03-27,Queens,Public Safety,63
2024-03-27,Queens,Sanitation,138
2024-03-27,Queens,Street Condition,315
2024-03-27,Queens,Traffic,810
2024-03-27,Queens,Water,103
2024-03-27,Staten Island,Housing,20
2024-03-27,Staten Island,Noise,39
2024-03-27,Staten Island,Other,63
2024-03-27,Staten Island,Public Safety,8
2024-03-27,Staten Island,Sanitation,35
2024-03-27,Staten Island,Street Condition,57
2024-03-27,Staten Island,Traffic,83
2024-03-27,Staten Island,Water,24
2024-03-28,Bronx,Housing,648
2024-03-28,Bronx,Noise,258
2024-03-28,Bronx,Other,99
2024-03-28,Bronx,Public Safety,33
2024-03-28,Bronx,Sanitation,66
2024-03-28,Bronx,Street Condition,88
2024-03-28,Bronx,Traffic,328
2024-03-28,Bronx,Water,79
2024-03-28,Brooklyn,Housing,466
2024-03-28,Brooklyn,Noise,300
2024-03-28,Brooklyn,Other,203
2024-03-28,Brooklyn,Public Safety,56
2024-03-28,Brooklyn,Sanitation,208
2024-03-28,Brooklyn,Street Condition,193
2024-03-28,Brooklyn,Traffic,668
2024-03-28,Brooklyn,Water,113
2024-03-28,Manhattan,Housing,451
2024-03-28,Manhattan,Noise,292
2024-03-28,Manhattan,Other,252
2024-03-28,Manhattan,Public Safety,139
2024-03-28,Manhattan,Sanitation,81
2024-03-28,Manhattan,Street Condition,102
2024-03-28,Manhattan,Traffic,193
2024-03-28,Manhattan,Water,49
2024-03-28,Queens,Housing,257
2024-03-28,Queens,Noise,235
2024-03-28,Queens,Other,207
2024-03-28,Queens,Public Safety,53
2024-03-28,Queens,Sanitation,122
2024-03-28,Queens,Street Condition,218
2024-03-28,Queens,Traffic,608
2024-03-28,Queens,Water,91
2024-03-28,Staten Island,Housing,37
2024-03-28,Staten Island,Noise,15
2024-03-28,Staten Island,Other,34
2024-03-28,Staten Island,Public Safety,8
2024-03-28,Staten Island,Sanitation,22
2024-03-28,Staten Island,Street Condition,66
2024-03-28,Staten Island,Traffic,71
2024-03-28,Staten Island,Water,28
2024-03-29,Bronx,Housing,532
2024-03-29,Bronx,Noise,274
2024-03-29,Bronx,Other,107
2024-03-29,Bronx,Public Safety,34
2024-03-29,Bronx,Sanitation,69
2024-03-29,Bronx,Street Condition,55
2024-03-29,Bronx,Traffic,309
2024-03-29,Bronx,Water,60
2024-03-29,Brooklyn,Housing,556
2024-03-29,Brooklyn,Noise,361
2024-03-29,Brooklyn,Other,331
2024-03-29,Brooklyn,Public Safety,46
2024-03-29,Brooklyn,Sanitation,158
2024-03-29,Brooklyn,Street Condition,157
2024-03-29,Brooklyn,Traffic,731
2024-03-29,Brooklyn,Water,106
2024-03-29,Manhattan,Housing,399
2024-03-29,Manhattan,Noise,383
2024-03-29,Manhattan,Other,301
2024-03-29,Manhattan,Public Safety,114
2024-03-29,Manhattan,Sanitation,81
2024-03-29,Manhattan,Street Condition,96
2024-03-29,Manhattan,Traffic,294
2024-03-29,Manhattan,Water,81
2024-03-29,Queens,Housing,242
2024-03-29,Queens,Noise,265
2024-03-29,Queens,Other,199
2024-03-29,Queens,Public Safety,82
2024-03-29,Queens,Sanitation,114
2024-03-29,Queens,Street Condition,241
2024-03-29,Queens,Traffic,723
2024-03-29,Queens,Water,74
2024-03-29,Staten Island,Housing,31
2024-03-29,Staten Island,Noise,38
2024-03-29,Staten Island,Other,56
2024-03-29,Staten Island,Public Safety,4
2024-03-29,Staten Island,Sanitation,20
2024-03-29,Staten Island,Street Condition,46
2024-03-29,Staten Island,Traffic,77
2024-03-29,Staten Island,Water,14
2024-03-30,Bronx,Housing,380
2024-03-30,Bronx,Noise,443
2024-03-30,Bronx,Other,80
2024-03-30,Bronx,Public Safety,20
2024-03-30,Bronx,Sanitation,28
2024-03-30,Bronx,Street Condition,46
2024-03-30,Bronx,Traffic,293
2024-03-30,Bronx,Water,42
2024-03-30,Brooklyn,Housing,346
2024-03-30,Brooklyn,Noise,636
2024-03-30,Brooklyn,Other,222
2024-03-30,Brooklyn,Public Safety,49
2024-03-30,Brooklyn,Sanitation,129
2024-03-30,Brooklyn,Street Condition,99
2024-03-30,Brooklyn,Traffic,764
2024-03-30,Brooklyn,Water,62
2024-03-30,Manhattan,Housing,267
2024-03-30,Manhattan,Noise,705
2024-03-30,Manhattan,Other,184
2024-03-30,Manhattan,Public Safety,113
2024-03-30,Manhattan,Sanitation,58
2024-03-30,Manhattan,Street Condition,67
2024-03-30,Manhattan,Traffic,173
2024-03-30,Manhattan,Water,34
2024-03-30,Queens,Housing,188
2024-03-30,Queens,Noise,458
2024-03-30,Queens,Other,165
2024-03-30,Queens,Public Safety,64
2024-03-30,Queens,Sanitation,78
2024-03-30,Queens,Street Condition,130
2024-03-30,Queens,Traffic,703
2024-03-30,Queens,Water,47
2024-03-30,Staten Island,Housing,46
2024-03-30,Staten Island,Noise,57
2024-03-30,Staten Island,Other,20
2024-03-30,Staten Island,Public Safety,5
2024-03-30,Staten Island,Sanitation,23
2024-03-30,Staten Island,Street Condition,34
2024-03-30,Staten Island,Traffic,59
2024-03-30,Staten Island,Water,22
2024-03-31,Bronx,Housing,295
2024-03-31,Bronx,Noise,497
2024-03-31,Bronx,Other,52
2024-03-31,Bronx,Public Safety,20
2024-03-31,Bronx,Sanitation,38
2024-03-31,Bronx,Street Condition,30
2024-03-31,Bronx,Traffic,285
2024-03-31,Bronx,Water,20
2024-03-31,Brooklyn,Housing,265
2024-03-31,Brooklyn,Noise,758
2024-03-31,Brooklyn,Other,219
2024-03-31,Brooklyn,Public Safety,49
2024-03-31,Brooklyn,Sanitation,123
2024-03-31,Brooklyn,Street Condition,92
2024-03-31,Brooklyn,Traffic,685
2024-03-31,Brooklyn,Water,62
2024-03-31,Manhattan,Housing,219
2024-03-31,Manhattan,Noise,678
2024-03-31,Manhattan,Other,195
2024-03-31,Manhattan,Public Safety,143
2024-03-31,Manhattan,Sanitation,65
2024-03-31,Manhattan,Street Condition,61
2024-03-31,Manhattan,Traffic,205
2024-03-31,Manhattan,Water,22
2024-03-31,Queens,Housing,147
2024-03-31,Queens,Noise,664
2024-03-31,Queens,Other,149
2024-03-31,Queens,Public Safety,52
2024-03-31,Queens,Sanitation,85
2024-03-31,Queens,Street Condition,125
2024-03-31,Queens,Traffic,816
2024-03-31,Queens,Water,33
2024-03-31,Staten Island,Housing,16
2024-03-31,Staten Island,Noise,48
2024-03-31,Staten Island,Other,30
2024-03-31,Staten Island,Public Safety,1
2024-03-31,Staten Island,Sanitation,15
2024-03-31,Staten Island,Street Condition,26
2024-03-31,Staten Island,Traffic,71
2024-03-31,Staten Island,Water,14
2024-04-01,Bronx,Housing,706
2024-04-01,Bronx,Noise,307
2024-04-01,Bronx,Other,135
2024-04-01,Bronx,Public Safety,27
2024-04-01,Bronx,Sanitation,84
2024-04-01,Bronx,Street Condition,94
2024-04-01,Bronx,Traffic,341
2024-04-01,Bronx,Water,67
2024-04-01,Brooklyn,Housing,587
2024-04-01,Brooklyn,Noise,388
2024-04-01,Brooklyn,Other,326
2024-04-01,Brooklyn,Public Safety,72
2024-04-01,Brooklyn,Sanitation,205
2024-04-01,Brooklyn,Street Condition,225
2024-04-01,Brooklyn,Traffic,882
2024-04-01,Brooklyn,Water,108
2024-04-01,Manhattan,Housing,482
2024-04-01,Manhattan,Noise,458
2024-04-01,Manhattan,Other,292
2024-04-01,Manhattan,Public Safety,192
2024-04-01,Manhattan,Sanitation,111
2024-04-01,Manhattan,Street Condition,135
2024-04-01,Manhattan,Traffic,301
2024-04-01,Manhattan,Water,46
2024-04-01,Queens,Housing,296
2024-04-01,Queens,Noise,325
2024-04-01,Queens,Other,248
2024-04-01,Queens,Public Safety,79
2024-04-01,Queens,Sanitation,117
2024-04-01,Queens,Street Condition,246
2024-04-01,Queens,Traffic,832
2024-04-01,Queens,Water,87
2024-04-01,Staten Island,Housing,49
2024-04-01,Staten Island,Noise,43
2024-04-01,Staten Island,Other,57
2024-04-01,Staten Island,Public Safety,5
2024-04-01,Staten Island,Sanitation,30
2024-04-01,Staten Island,Street Condition,67
2024-04-01,Staten Island,Traffic,65
2024-04-01,Staten Island,Water,30
2024-04-02,Bronx,Housing,748
2024-04-02,Bronx,Noise,187
2024-04-02,Bronx,Other,122
2024-04-02,Bronx,Public Safety,29
2024-04-02,Bronx,Sanitation,65
2024-04-02,Bronx,Street Condition,69
2024-04-02,Bronx,Traffic,316
2024-04-02,Bronx,Water,69
2024-04-02,Brooklyn,Housing,649
2024-04-02,Brooklyn,Noise,306
2024-04-02,Brooklyn,Other,264
2024-04-02,Brooklyn,Public Safety,89
2024-04-02,Brooklyn,Sanitation,206
2024-04-02,Brooklyn,Street Condition,234
2024-04-02,Brooklyn,Traffic,802
2024-04-02,Brooklyn,Water,139
2024-04-02,Manhattan,Housing,447
2024-04-02,Manhattan,Noise,334
2024-04-02,Manhattan,Other,253
2024-04-02,Manhattan,Public Safety,152
2024-04-02,Manhattan,Sanitation,81
2024-04-02,Manhattan,Street Condition,134
2024-04-02,Manhattan,Traffic,200
2024-04-02,Manhattan,Water,63
2024-04-02,Queens,Housing,274
2024-04-02,Queens,Noise,192
2024-04-02,Queens,Other,205
2024-04-02,Queens,Public Safety,52
2024-04-02,Queens,Sanitation,98
2024-04-02,Queens,Street Condition,249
2024-04-02,Queens,Traffic,676
2024-04-02,Queens,Water,130
2024-04-02,Staten Island,Housing,26
2024-04-02,Staten Island,Noise,15
2024-04-02,Staten Island,Other,35
2024-04-02,Staten Island,Public Safety,6
2024-04-02,Staten Island,Sanitation,33
2024-04-02,Staten Island,Street Condition,77
2024-04-02,Staten Island,Traffic,76
2024-04-02,Staten Island,Water,21
2024-04-03,Bronx,Housing,1099
2024-04-03,Bronx,Noise,223
2024-04-03,Bronx,Other,183
2024-04-03,Bronx,Public Safety,34
2024-04-03,Bronx,Sanitation,85
2024-04-03,Bronx,Street Condition,169
2024-04-03,Bronx,Traffic,297
2024-04-03,Bronx,Water,268
2024-04-03,Brooklyn,Housing,809
2024-04-03,Brooklyn,Noise,244
2024-04-03,Brooklyn,Other,281
2024-04-03,Brooklyn,Public Safety,53
2024-04-03,Brooklyn,Sanitation,164
2024-04-03,Brooklyn,Street Condition,247
2024-04-03,Brooklyn,Traffic,708
2024-04-03,Brooklyn,Water,317
2024-04-03,Manhattan,Housing,571
2024-04-03,Manhattan,Noise,244
2024-04-03,Manhattan,Other,317
2024-04-03,Manhattan,Public Safety,142
2024-04-03,Manhattan,Sanitation,111
2024-04-03,Manhattan,Street Condition,156
2024-04-03,Manhattan,Traffic,181
2024-04-03,Manhattan,Water,126
2024-04-03,Queens,Housing,398
2024-04-03,Queens,Noise,213
2024-04-03,Queens,Other,232
2024-04-03,Queens,Public Safety,57
2024-04-03,Queens,Sanitation,76
2024-04-03,Queens,Street Condition,256
2024-04-03,Queens,Traffic,666
2024-04-03,Queens,Water,236
2024-04-03,Staten Island,Housing,56
2024-04-03,Staten Island,Noise,16
2024-04-03,Staten Island,Other,94
2024-04-03,Staten Island,Public Safety,2
2024-04-03,Staten Island,Sanitation,22
2024-04-03,Staten Island,Street Condition,71
2024-04-03,Staten Island,Traffic,57
2024-04-03,Staten Island,Water,68
2024-04-04,Bronx,Housing,816
2024-04-04,Bronx,Noise,247
2024-04-04,Bronx,Other,271
2024-04-04,Bronx,Public Safety,54
2024-04-04,Bronx,Sanitation,63
2024-04-04,Bronx,Street Condition,291
2024-04-04,Bronx,Traffic,368
2024-04-04,Bronx,Water,153
2024-04-04,Brooklyn,Housing,635
2024-04-04,Brooklyn,Noise,316
2024-04-04,Brooklyn,Other,393
2024-04-04,Brooklyn,Public Safety,72
2024-04-04,Brooklyn,Sanitation,228
2024-04-04,Brooklyn,Street Condition,225
2024-04-04,Brooklyn,Traffic,901
2024-04-04,Brooklyn,Water,163
2024-04-04,Manhattan,Housing,470
2024-04-04,Manhattan,Noise,399
2024-04-04,Manhattan,Other,416
2024-04-04,Manhattan,Public Safety,144
2024-04-04,Manhattan,Sanitation,121
2024-04-04,Manhattan,Street Condition,158
2024-04-04,Manhattan,Traffic,296
2024-04-04,Manhattan,Water,91
2024-04-04,Queens,Housing,340
2024-04-04,Queens,Noise,288
2024-04-04,Queens,Other,275
2024-04-04,Queens,Public Safety,63
2024-04-04,Queens,Sanitation,123
2024-04-04,Queens,Street Condition,349
2024-04-04,Queens,Traffic,769
2024-04-04,Queens,Water,145
2024-04-04,Staten Island,Housing,44
2024-04-04,Staten Island,Noise,26
2024-04-04,Staten Island,Other,76
2024-04-04,Staten Island,Public Safety,5
2024-04-04,Staten Island,Sanitation,32
2024-04-04,Staten Island,Street Condition,99
2024-04-04,Staten Island,Traffic,85
2024-04-04,Staten Island,Water,34
2024-04-05,Bronx,Housing,693
2024-04-05,Bronx,Noise,378
2024-04-05,Bronx,Other,146
2024-04-05,Bronx,Public Safety,32
2024-04-05,Bronx,Sanitation,53
2024-04-05,Bronx,Street Condition,104
2024-04-05,Bronx,Traffic,335
2024-04-05,Bronx,Water,83
2024-04-05,Brooklyn,Housing,563
2024-04-05,Brooklyn,Noise,395
2024-04-05,Brooklyn,Other,382
2024-04-05,Brooklyn,Public Safety,52
2024-04-05,Brooklyn,Sanitation,190
2024-04-05,Brooklyn,Street Condition,153
2024-04-05,Brooklyn,Traffic,905
2024-04-05,Brooklyn,Water,80
2024-04-05,Manhattan,Housing,505
2024-04-05,Manhattan,Noise,551
2024-04-05,Manhattan,Other,396
2024-04-05,Manhattan,Public Safety,144
2024-04-05,Manhattan,Sanitation,80
2024-04-05,Manhattan,Street Condition,139
2024-04-05,Manhattan,Traffic,252
2024-04-05,Manhattan,Water,59
2024-04-05,Queens,Housing,318
2024-04-05,Queens,Noise,364
2024-04-05,Queens,Other,259
2024-04-05,Queens,Public Safety,62
2024-04-05,Queens,Sanitation,123
2024-04-05,Queens,Street Condition,311
2024-04-05,Queens,Traffic,764
2024-04-05,Queens,Water,124
2024-04-05,Staten Island,Housing,25
2024-04-05,Staten Island,Noise,27
2024-04-05,Staten Island,Other,64
2024-04-05,Staten Island,Public Safety,7
2024-04-05,Staten Island,Sanitation,24
2024-04-05,Staten Island,Street Condition,71
2024-04-05,Staten Island,Traffic,56
2024-04-05,Staten Island,Water,29
2024-04-06,Bronx,Housing,425
2024-04-06,Bronx,Noise,394
2024-04-06,Bronx,Other,99
2024-04-06,Bronx,Public Safety,26
2024-04-06,Bronx,Sanitation,58
2024-04-06,Bronx,Street Condition,38
2024-04-06,Bronx,Traffic,299
2024-04-06,Bronx,Water,38
2024-04-06,Brooklyn,Housing,302
2024-04-06,Brooklyn,Noise,523
2024-04-06,Brooklyn,Other,242
2024-04-06,Brooklyn,Public Safety,64
2024-04-06,Brooklyn,Sanitation,140
2024-04-06,Brooklyn,Street Condition,105
2024-04-06,Brooklyn,Traffic,739
2024-04-06,Brooklyn,Water,69
2024-04-06,Manhattan,Housing,259
2024-04-06,Manhattan,Noise,703
2024-04-06,Manhattan,Other,298
2024-04-06,Manhattan,Public Safety,161
2024-04-06,Manhattan,Sanitation,73
2024-04-06,Manhattan,Street Condition,64
2024-04-06,Manhattan,Traffic,194
2024-04-06,Manhattan,Water,31
2024-04-06,Queens,Housing,169
2024-04-06,Queens,Noise,467
2024-04-06,Queens,Other,188
2024-04-06,Queens,Public Safety,69
2024-04-06,Queens,Sanitation,103
2024-04-06,Queens,Street Condition,216
2024-04-06,Queens,Traffic,738
2024-04-06,Queens,Water,73
2024-04-06,Staten Island,Housing,13
2024-04-06,Staten Island,Noise,45
2024-04-06,Staten Island,Other,37
2024-04-06,Staten Island,Public Safety,4
2024-04-06,Staten Island,Sanitation,45
2024-04-06,Staten Island,Street Condition,42
2024-04-06,Staten Island,Traffic,76
2024-04-06,Staten Island,Water,19
2024-04-07,Bronx,Housing,335
2024-04-07,Bronx,Noise,568
2024-04-07,Bronx,Other,90
2024-04-07,Bronx,Public Safety,18
2024-04-07,Bronx,Sanitation,39
2024-04-07,Bronx,Street Condition,44
2024-04-07,Bronx,Traffic,323
2024-04-07,Bronx,Water,51
2024-04-07,Brooklyn,Housing,333
2024-04-07,Brooklyn,Noise,553
2024-04-07,Brooklyn,Other,260
2024-04-07,Brooklyn,Public Safety,53
2024-04-07,Brooklyn,Sanitation,133
2024-04-07,Brooklyn,Street Condition,120
2024-04-07,Brooklyn,Traffic,794
2024-04-07,Brooklyn,Water,81
2024-04-07,Manhattan,Housing,275
2024-04-07,Manhattan,Noise,663
2024-04-07,Manhattan,Other,239
2024-04-07,Manhattan,Public Safety,135
2024-04-07,Manhattan,Sanitation,102
2024-04-07,Manhattan,Street Condition,74
2024-04-07,Manhattan,Traffic,181
2024-04-07,Manhattan,Water,35
2024-04-07,Queens,Housing,131
2024-04-07,Queens,Noise,725
2024-04-07,Queens,Other,194
2024-04-07,Queens,Public Safety,67
2024-04-07,Queens,Sanitation,101
2024-04-07,Queens,Street Condition,154
2024-04-07,Queens,Traffic,769
2024-04-07,Queens,Water,38
2024-04-07,Staten Island,Housing,24
2024-04-07,Staten Island,Noise,53
2024-04-07,Staten Island,Other,39
2024-04-07,Staten Island,Public Safety,8
2024-04-07,Staten Island,Sanitation,25
2024-04-07,Staten Island,Street Condition,46
2024-04-07,Staten Island,Traffic,57
2024-04-07,Staten Island,Water,31
2024-04-08,Bronx,Housing,635
2024-04-08,Bronx,Noise,294
2024-04-08,Bronx,Other,150
2024-04-08,Bronx,Public Safety,45
2024-04-08,Bronx,Sanitation,64
2024-04-08,Bronx,Street Condition,73
2024-04-08,Bronx,Traffic,372
2024-04-08,Bronx,Water,84
2024-04-08,Brooklyn,Housing,520
2024-04-08,Brooklyn,Noise,449
2024-04-08,Brooklyn,Other,378
2024-04-08,Brooklyn,Public Safety,67
2024-04-08,Brooklyn,Sanitation,187
2024-04-08,Brooklyn,Street Condition,203
2024-04-08,Brooklyn,Traffic,813
2024-04-08,Brooklyn,Water,107
2024-04-08,Manhattan,Housing,375
2024-04-08,Manhattan,Noise,574
2024-04-08,Manhattan,Other,317
2024-04-08,Manhattan,Public Safety,172
2024-04-08,Manhattan,Sanitation,131
2024-04-08,Manhattan,Street Condition,128
2024-04-08,Manhattan,Traffic,252
2024-04-08,Manhattan,Water,59
2024-04-08,Queens,Housing,261
2024-04-08,Queens,Noise,340
2024-04-08,Queens,Other,294
2024-04-08,Queens,Public Safety,56
2024-04-08,Queens,Sanitation,125
2024-04-08,Queens,Street Condition,268
2024-04-08,Queens,Traffic,803
2024-04-08,Queens,Water,115
