date,borough,complaint_group,request_volume
2022-02-06,Bronx,Sanitation,45
2022-02-06,Bronx,Street Condition,48
2022-02-06,Bronx,Traffic,287
2022-02-06,Bronx,Water,45
2022-02-06,Brooklyn,Housing,712
2022-02-06,Brooklyn,Noise,377
2022-02-06,Brooklyn,Other,419
2022-02-06,Brooklyn,Public Safety,172
2022-02-06,Brooklyn,Sanitation,85
2022-02-06,Brooklyn,Street Condition,198
2022-02-06,Brooklyn,Traffic,529
2022-02-06,Brooklyn,Water,85
2022-02-06,Manhattan,Housing,542
2022-02-06,Manhattan,Noise,497
2022-02-06,Manhattan,Other,244
2022-02-06,Manhattan,Public Safety,99
2022-02-06,Manhattan,Sanitation,61
2022-02-06,Manhattan,Street Condition,56
2022-02-06,Manhattan,Traffic,120
2022-02-06,Manhattan,Water,25
2022-02-06,Queens,Housing,264
2022-02-06,Queens,Noise,326
2022-02-06,Queens,Other,322
2022-02-06,Queens,Public Safety,32
2022-02-06,Queens,Sanitation,40
2022-02-06,Queens,Street Condition,175
2022-02-06,Queens,Traffic,593
2022-02-06,Queens,Water,69
2022-02-06,Staten Island,Housing,19
2022-02-06,Staten Island,Noise,19
2022-02-06,Staten Island,Other,115
2022-02-06,Staten Island,Public Safety,3
2022-02-06,Staten Island,Sanitation,27
2022-02-06,Staten Island,Street Condition,47
2022-02-06,Staten Island,Traffic,37
2022-02-06,Staten Island,Water,22
2022-02-07,Bronx,Housing,915
2022-02-07,Bronx,Noise,201
2022-02-07,Bronx,Other,159
2022-02-07,Bronx,Public Safety,23
2022-02-07,Bronx,Sanitation,52
2022-02-07,Bronx,Street Condition,163
2022-02-07,Bronx,Traffic,333
2022-02-07,Bronx,Water,75
2022-02-07,Brooklyn,Housing,744
2022-02-07,Brooklyn,Noise,261
2022-02-07,Brooklyn,Other,539
2022-02-07,Brooklyn,Public Safety,54
2022-02-07,Brooklyn,Sanitation,717
2022-02-07,Brooklyn,Street Condition,236
2022-02-07,Brooklyn,Traffic,592
2022-02-07,Brooklyn,Water,129
2022-02-07,Manhattan,Housing,633
2022-02-07,Manhattan,Noise,289
2022-02-07,Manhattan,Other,322
2022-02-07,Manhattan,Public Safety,123
2022-02-07,Manhattan,Sanitation,88
2022-02-07,Manhattan,Street Condition,167
2022-02-07,Manhattan,Traffic,186
2022-02-07,Manhattan,Water,50
2022-02-07,Queens,Housing,360
2022-02-07,Queens,Noise,276
2022-02-07,Queens,Other,449
2022-02-07,Queens,Public Safety,32
2022-02-07,Queens,Sanitation,72
2022-02-07,Queens,Street Condition,331
2022-02-07,Queens,Traffic,590
2022-02-07,Queens,Water,134
2022-02-07,Staten Island,Housing,44
2022-02-07,Staten Island,Noise,21
2022-02-07,Staten Island,Other,118
2022-02-07,Staten Island,Public Safety,4
2022-02-07,Staten Island,Sanitation,42
2022-02-07,Staten Island,Street Condition,121
2022-02-07,Staten Island,Traffic,76
2022-02-07,Staten Island,Water,36
2022-02-08,Bronx,Housing,732
2022-02-08,Bronx,Noise,425
2022-02-08,Bronx,Other,176
2022-02-08,Bronx,Public Safety,15
2022-02-08,Bronx,Sanitation,69
2022-02-08,Bronx,Street Condition,227
2022-02-08,Bronx,Traffic,339
2022-02-08,Bronx,Water,54
2022-02-08,Brooklyn,Housing,707
2022-02-08,Brooklyn,Noise,280
2022-02-08,Brooklyn,Other,528
2022-02-08,Brooklyn,Public Safety,51
2022-02-08,Brooklyn,Sanitation,205
2022-02-08,Brooklyn,Street Condition,236
2022-02-08,Brooklyn,Traffic,736
2022-02-08,Brooklyn,Water,105
2022-02-08,Manhattan,Housing,489
2022-02-08,Manhattan,Noise,376
2022-02-08,Manhattan,Other,388
2022-02-08,Manhattan,Public Safety,112
2022-02-08,Manhattan,Sanitation,88
2022-02-08,Manhattan,Street Condition,172
2022-02-08,Manhattan,Traffic,228
2022-02-08,Manhattan,Water,52
2022-02-08,Queens,Housing,315
2022-02-08,Queens,Noise,205
2022-02-08,Queens,Other,418
2022-02-08,Queens,Public Safety,37
2022-02-08,Queens,Sanitation,181
2022-02-08,Queens,Street Condition,301
2022-02-08,Queens,Traffic,544
2022-02-08,Queens,Water,104
2022-02-08,Staten Island,Housing,42
2022-02-08,Staten Island,Noise,22
2022-02-08,Staten Island,Other,122
2022-02-08,Staten Island,Public Safety,4
2022-02-08,Staten Island,Sanitation,75
2022-02-08,Staten Island,Street Condition,128
2022-02-08,Staten Island,Traffic,54
2022-02-08,Staten Island,Water,35
2022-02-09,Bronx,Housing,780
2022-02-09,Bronx,Noise,134
2022-02-09,Bronx,Other,140
2022-02-09,Bronx,Public Safety,27
2022-02-09,Bronx,Sanitation,77
2022-02-09,Bronx,Street Condition,168
2022-02-09,Bronx,Traffic,395
2022-02-09,Bronx,Water,74
2022-02-09,Brooklyn,Housing,665
2022-02-09,Brooklyn,Noise,246
2022-02-09,Brooklyn,Other,554
2022-02-09,Brooklyn,Public Safety,64
2022-02-09,Brooklyn,Sanitation,204
2022-02-09,Brooklyn,Street Condition,254
2022-02-09,Brooklyn,Traffic,628
2022-02-09,Brooklyn,Water,119
2022-02-09,Manhattan,Housing,440
2022-02-09,Manhattan,Noise,332
2022-02-09,Manhattan,Other,334
2022-02-09,Manhattan,Public Safety,102
2022-02-09,Manhattan,Sanitation,178
2022-02-09,Manhattan,Street Condition,158
2022-02-09,Manhattan,Traffic,228
2022-02-09,Manhattan,Water,50
2022-02-09,Queens,Housing,338
2022-02-09,Queens,Noise,248
2022-02-09,Queens,Other,439
2022-02-09,Queens,Public Safety,53
2022-02-09,Queens,Sanitation,198
2022-02-09,Queens,Street Condition,329
2022-02-09,Queens,Traffic,642
2022-02-09,Queens,Water,94
2022-02-09,Staten Island,Housing,50
2022-02-09,Staten Island,Noise,26
2022-02-09,Staten Island,Other,103
2022-02-09,Staten Island,Public Safety,8
2022-02-09,Staten Island,Sanitation,94
2022-02-09,Staten Island,Street Condition,137
2022-02-09,Staten Island,Traffic,65
2022-02-09,Staten Island,Water,41
2022-02-10,Bronx,Housing,639
2022-02-10,Bronx,Noise,1156
2022-02-10,Bronx,Other,155
2022-02-10,Bronx,Public Safety,37
2022-02-10,Bronx,Sanitation,100
2022-02-10,Bronx,Street Condition,144
2022-02-10,Bronx,Traffic,351
2022-02-10,Bronx,Water,52
2022-02-10,Brooklyn,Housing,625
2022-02-10,Brooklyn,Noise,348
2022-02-10,Brooklyn,Other,528
2022-02-10,Brooklyn,Public Safety,64
2022-02-10,Brooklyn,Sanitation,202
2022-02-10,Brooklyn,Street Condition,209
2022-02-10,Brooklyn,Traffic,736
2022-02-10,Brooklyn,Water,111
2022-02-10,Manhattan,Housing,423
2022-02-10,Manhattan,Noise,419
2022-02-10,Manhattan,Other,326
2022-02-10,Manhattan,Public Safety,150
2022-02-10,Manhattan,Sanitation,110
2022-02-10,Manhattan,Street Condition,129
2022-02-10,Manhattan,Traffic,235
2022-02-10,Manhattan,Water,41
2022-02-10,Queens,Housing,241
2022-02-10,Queens,Noise,247
2022-02-10,Queens,Other,464
2022-02-10,Queens,Public Safety,44
2022-02-10,Queens,Sanitation,140
2022-02-10,Queens,Street Condition,281
2022-02-10,Queens,Traffic,582
2022-02-10,Queens,Water,106
2022-02-10,Staten Island,Housing,43
2022-02-10,Staten Island,Noise,23
2022-02-10,Staten Island,Other,103
2022-02-10,Staten Island,Public Safety,2
2022-02-10,Staten Island,Sanitation,68
2022-02-10,Staten Island,Street Condition,107
2022-02-10,Staten Island,Traffic,72
2022-02-10,Staten Island,Water,42
2022-02-11,Bronx,Housing,464
2022-02-11,Bronx,Noise,1828
2022-02-11,Bronx,Other,105
2022-02-11,Bronx,Public Safety,26
2022-02-11,Bronx,Sanitation,76
2022-02-11,Bronx,Street Condition,109
2022-02-11,Bronx,Traffic,393
2022-02-11,Bronx,Water,66
2022-02-11,Brooklyn,Housing,460
2022-02-11,Brooklyn,Noise,313
2022-02-11,Brooklyn,Other,446
2022-02-11,Brooklyn,Public Safety,95
2022-02-11,Brooklyn,Sanitation,170
2022-02-11,Brooklyn,Street Condition,207
2022-02-11,Brooklyn,Traffic,637
2022-02-11,Brooklyn,Water,95
2022-02-11,Manhattan,Housing,378
2022-02-11,Manhattan,Noise,484
2022-02-11,Manhattan,Other,324
2022-02-11,Manhattan,Public Safety,126
2022-02-11,Manhattan,Sanitation,107
2022-02-11,Manhattan,Street Condition,147
2022-02-11,Manhattan,Traffic,206
2022-02-11,Manhattan,Water,42
2022-02-11,Queens,Housing,224
2022-02-11,Queens,Noise,328
2022-02-11,Queens,Other,364
2022-02-11,Queens,Public Safety,35
2022-02-11,Queens,Sanitation,119
2022-02-11,Queens,Street Condition,246
2022-02-11,Queens,Traffic,594
2022-02-11,Queens,Water,105
2022-02-11,Staten Island,Housing,26
2022-02-11,Staten Island,Noise,36
2022-02-11,Staten Island,Other,109
2022-02-11,Staten Island,Public Safety,4
2022-02-11,Staten Island,Sanitation,66
2022-02-11,Staten Island,Street Condition,112
2022-02-11,Staten Island,Traffic,68
2022-02-11,Staten Island,Water,26
2022-02-12,Bronx,Housing,396
2022-02-12,Bronx,Noise,3107
2022-02-12,Bronx,Other,84
2022-02-12,Bronx,Public Safety,22
2022-02-12,Bronx,Sanitation,42
2022-02-12,Bronx,Street Condition,33
2022-02-12,Bronx,Traffic,340
2022-02-12,Bronx,Water,40
2022-02-12,Brooklyn,Housing,353
2022-02-12,Brooklyn,Noise,488
2022-02-12,Brooklyn,Other,301
2022-02-12,Brooklyn,Public Safety,47
2022-02-12,Brooklyn,Sanitation,127
2022-02-12,Brooklyn,Street Condition,94
2022-02-12,Brooklyn,Traffic,484
2022-02-12,Brooklyn,Water,80
2022-02-12,Manhattan,Housing,277
2022-02-12,Manhattan,Noise,749
2022-02-12,Manhattan,Other,241
2022-02-12,Manhattan,Public Safety,155
2022-02-12,Manhattan,Sanitation,61
2022-02-12,Manhattan,Street Condition,77
2022-02-12,Manhattan,Traffic,208
2022-02-12,Manhattan,Water,18
2022-02-12,Queens,Housing,164
2022-02-12,Queens,Noise,411
2022-02-12,Queens,Other,270
2022-02-12,Queens,Public Safety,39
2022-02-12,Queens,Sanitation,92
2022-02-12,Queens,Street Condition,114
2022-02-12,Queens,Traffic,609
2022-02-12,Queens,Water,55
2022-02-12,Staten Island,Housing,20
2022-02-12,Staten Island,Noise,46
2022-02-12,Staten Island,Other,89
2022-02-12,Staten Island,Public Safety,8
2022-02-12,Staten Island,Sanitation,75
2022-02-12,Staten Island,Street Condition,39
2022-02-12,Staten Island,Traffic,61
2022-02-12,Staten Island,Water,12
2022-02-13,Bronx,Housing,575
2022-02-13,Bronx,Noise,2273
2022-02-13,Bronx,Other,67
2022-02-13,Bronx,Public Safety,14
2022-02-13,Bronx,Sanitation,20
2022-02-13,Bronx,Street Condition,55
2022-02-13,Bronx,Traffic,312
2022-02-13,Bronx,Water,26
2022-02-13,Brooklyn,Housing,472
2022-02-13,Brooklyn,Noise,375
2022-02-13,Brooklyn,Other,340
2022-02-13,Brooklyn,Public Safety,47
2022-02-13,Brooklyn,Sanitation,87
2022-02-13,Brooklyn,Street Condition,137
2022-02-13,Brooklyn,Traffic,497
2022-02-13,Brooklyn,Water,41
2022-02-13,Manhattan,Housing,349
2022-02-13,Manhattan,Noise,426
2022-02-13,Manhattan,Other,154
2022-02-13,Manhattan,Public Safety,77
2022-02-13,Manhattan,Sanitation,32
2022-02-13,Manhattan,Street Condition,46
2022-02-13,Manhattan,Traffic,105
2022-02-13,Manhattan,Water,17
2022-02-13,Queens,Housing,239
2022-02-13,Queens,Noise,293
2022-02-13,Queens,Other,292
2022-02-13,Queens,Public Safety,27
2022-02-13,Queens,Sanitation,37
2022-02-13,Queens,Street Condition,147
2022-02-13,Queens,Traffic,508
2022-02-13,Queens,Water,38
2022-02-13,Staten Island,Housing,22
2022-02-13,Staten Island,Noise,24
2022-02-13,Staten Island,Other,75
2022-02-13,Staten Island,Public Safety,5
2022-02-13,Staten Island,Sanitation,29
2022-02-13,Staten Island,Street Condition,13
2022-02-13,Staten Island,Traffic,44
2022-02-13,Staten Island,Water,12
2022-02-14,Bronx,Housing,1075
2022-02-14,Bronx,Noise,1873
2022-02-14,Bronx,Other,136
2022-02-14,Bronx,Public Safety,31
2022-02-14,Bronx,Sanitation,193
2022-02-14,Bronx,Street Condition,115
2022-02-14,Bronx,Traffic,296
2022-02-14,Bronx,Water,60
2022-02-14,Brooklyn,Housing,751
2022-02-14,Brooklyn,Noise,266
2022-02-14,Brooklyn,Other,468
2022-02-14,Brooklyn,Public Safety,100
2022-02-14,Brooklyn,Sanitation,100
2022-02-14,Brooklyn,Street Condition,217
2022-02-14,Brooklyn,Traffic,535
2022-02-14,Brooklyn,Water,85
2022-02-14,Manhattan,Housing,657
2022-02-14,Manhattan,Noise,317
2022-02-14,Manhattan,Other,312
2022-02-14,Manhattan,Public Safety,100
2022-02-14,Manhattan,Sanitation,38
2022-02-14,Manhattan,Street Condition,132
2022-02-14,Manhattan,Traffic,188
2022-02-14,Manhattan,Water,43
2022-02-14,Queens,Housing,398
2022-02-14,Queens,Noise,245
2022-02-14,Queens,Other,414
2022-02-14,Queens,Public Safety,37
2022-02-14,Queens,Sanitation,61
2022-02-14,Queens,Street Condition,212
2022-02-14,Queens,Traffic,525
2022-02-14,Queens,Water,108
2022-02-14,Staten Island,Housing,42
2022-02-14,Staten Island,Noise,21
2022-02-14,Staten Island,Other,94
2022-02-14,Staten Island,Public Safety,5
2022-02-14,Staten Island,Sanitation,42
2022-02-14,Staten Island,Street Condition,80
2022-02-14,Staten Island,Traffic,56
2022-02-14,Staten Island,Water,34
2022-02-15,Bronx,Housing,1123
2022-02-15,Bronx,Noise,333
2022-02-15,Bronx,Other,180
2022-02-15,Bronx,Public Safety,37
2022-02-15,Bronx,Sanitation,93
2022-02-15,Bronx,Street Condition,131
2022-02-15,Bronx,Traffic,319
2022-02-15,Bronx,Water,68
2022-02-15,Brooklyn,Housing,881
2022-02-15,Brooklyn,Noise,282
2022-02-15,Brooklyn,Other,529
2022-02-15,Brooklyn,Public Safety,46
2022-02-15,Brooklyn,Sanitation,216
2022-02-15,Brooklyn,Street Condition,229
2022-02-15,Brooklyn,Traffic,631
2022-02-15,Brooklyn,Water,142
2022-02-15,Manhattan,Housing,733
2022-02-15,Manhattan,Noise,347
2022-02-15,Manhattan,Other,369
2022-02-15,Manhattan,Public Safety,104
2022-02-15,Manhattan,Sanitation,117
2022-02-15,Manhattan,Street Condition,156
2022-02-15,Manhattan,Traffic,202
2022-02-15,Manhattan,Water,62
2022-02-15,Queens,Housing,474
2022-02-15,Queens,Noise,220
2022-02-15,Queens,Other,412
2022-02-15,Queens,Public Safety,40
2022-02-15,Queens,Sanitation,112
2022-02-15,Queens,Street Condition,246
2022-02-15,Queens,Traffic,613
2022-02-15,Queens,Water,124
2022-02-15,Staten Island,Housing,83
2022-02-15,Staten Island,Noise,30
2022-02-15,Staten Island,Other,111
2022-02-15,Staten Island,Public Safety,6
2022-02-15,Staten Island,Sanitation,106
2022-02-15,Staten Island,Street Condition,85
2022-02-15,Staten Island,Traffic,64
2022-02-15,Staten Island,Water,33
2022-02-16,Bronx,Housing,831
2022-02-16,Bronx,Noise,209
2022-02-16,Bronx,Other,152
2022-02-16,Bronx,Public Safety,24
2022-02-16,Bronx,Sanitation,65
2022-02-16,Bronx,Street Condition,133
2022-02-16,Bronx,Traffic,388
2022-02-16,Bronx,Water,59
2022-02-16,Brooklyn,Housing,616
2022-02-16,Brooklyn,Noise,285
2022-02-16,Brooklyn,Other,506
2022-02-16,Brooklyn,Public Safety,51
2022-02-16,Brooklyn,Sanitation,193
2022-02-16,Brooklyn,Street Condition,213
2022-02-16,Brooklyn,Traffic,597
2022-02-16,Brooklyn,Water,105
2022-02-16,Manhattan,Housing,507
2022-02-16,Manhattan,Noise,392
2022-02-16,Manhattan,Other,315
2022-02-16,Manhattan,Public Safety,131
2022-02-16,Manhattan,Sanitation,114
2022-02-16,Manhattan,Street Condition,118
2022-02-16,Manhattan,Traffic,217
2022-02-16,Manhattan,Water,46
2022-02-16,Queens,Housing,301
2022-02-16,Queens,Noise,196
2022-02-16,Queens,Other,448
2022-02-16,Queens,Public Safety,44
2022-02-16,Queens,Sanitation,105
2022-02-16,Queens,Street Condition,218
2022-02-16,Queens,Traffic,608
2022-02-16,Queens,Water,62
2022-02-16,Staten Island,Housing,32
2022-02-16,Staten Island,Noise,31
2022-02-16,Staten Island,Other,127
2022-02-16,Staten Island,Public Safety,10
2022-02-16,Staten Island,Sanitation,82
2022-02-16,Staten Island,Street Condition,107
2022-02-16,Staten Island,Traffic,63
2022-02-16,Staten Island,Water,29
2022-02-17,Bronx,Housing,584
2022-02-17,Bronx,Noise,211
2022-02-17,Bronx,Other,174
2022-02-17,Bronx,Public Safety,28
2022-02-17,Bronx,Sanitation,78
2022-02-17,Bronx,Street Condition,129
2022-02-17,Bronx,Traffic,393
2022-02-17,Bronx,Water,48
2022-02-17,Brooklyn,Housing,558
2022-02-17,Brooklyn,Noise,289
2022-02-17,Brooklyn,Other,539
2022-02-17,Brooklyn,Public Safety,82
2022-02-17,Brooklyn,Sanitation,212
2022-02-17,Brooklyn,Street Condition,210
2022-02-17,Brooklyn,Traffic,731
2022-02-17,Brooklyn,Water,107
2022-02-17,Manhattan,Housing,488
2022-02-17,Manhattan,Noise,391
2022-02-17,Manhattan,Other,336
2022-02-17,Manhattan,Public Safety,126
2022-02-17,Manhattan,Sanitation,91
2022-02-17,Manhattan,Street Condition,133
2022-02-17,Manhattan,Traffic,246
2022-02-17,Manhattan,Water,54
2022-02-17,Queens,Housing,286
2022-02-17,Queens,Noise,287
2022-02-17,Queens,Other,437
2022-02-17,Queens,Public Safety,46
2022-02-17,Queens,Sanitation,145
2022-02-17,Queens,Street Condition,278
2022-02-17,Queens,Traffic,562
2022-02-17,Queens,Water,69
2022-02-17,Staten Island,Housing,31
2022-02-17,Staten Island,Noise,51
2022-02-17,Staten Island,Other,132
2022-02-17,Staten Island,Public Safety,5
2022-02-17,Staten Island,Sanitation,127
2022-02-17,Staten Island,Street Condition,96
2022-02-17,Staten Island,Traffic,62
2022-02-17,Staten Island,Water,27
2022-02-18,Bronx,Housing,699
2022-02-18,Bronx,Noise,234
2022-02-18,Bronx,Other,160
2022-02-18,Bronx,Public Safety,37
2022-02-18,Bronx,Sanitation,55
2022-02-18,Bronx,Street Condition,162
2022-02-18,Bronx,Traffic,364
2022-02-18,Bronx,Water,74
2022-02-18,Brooklyn,Housing,544
2022-02-18,Brooklyn,Noise,269
2022-02-18,Brooklyn,Other,454
2022-02-18,Brooklyn,Public Safety,87
2022-02-18,Brooklyn,Sanitation,143
2022-02-18,Brooklyn,Street Condition,299
2022-02-18,Brooklyn,Traffic,682
2022-02-18,Brooklyn,Water,118
2022-02-18,Manhattan,Housing,415
2022-02-18,Manhattan,Noise,403
2022-02-18,Manhattan,Other,317
2022-02-18,Manhattan,Public Safety,145
2022-02-18,Manhattan,Sanitation,87
2022-02-18,Manhattan,Street Condition,145
2022-02-18,Manhattan,Traffic,186
2022-02-18,Manhattan,Water,36
2022-02-18,Queens,Housing,389
2022-02-18,Queens,Noise,284
2022-02-18,Queens,Other,419
2022-02-18,Queens,Public Safety,28
2022-02-18,Queens,Sanitation,138
2022-02-18,Queens,Street Condition,351
2022-02-18,Queens,Traffic,587
2022-02-18,Queens,Water,97
2022-02-18,Staten Island,Housing,71
2022-02-18,Staten Island,Noise,29
2022-02-18,Staten Island,Other,122
2022-02-18,Staten Island,Public Safety,8
2022-02-18,Staten Island,Sanitation,96
2022-02-18,Staten Island,Street Condition,73
2022-02-18,Staten Island,Traffic,64
2022-02-18,Staten Island,Water,73
2022-02-19,Bronx,Housing,652
2022-02-19,Bronx,Noise,268
2022-02-19,Bronx,Other,93
2022-02-19,Bronx,Public Safety,20
2022-02-19,Bronx,Sanitation,35
2022-02-19,Bronx,Street Condition,81
2022-02-19,Bronx,Traffic,290
2022-02-19,Bronx,Water,40
2022-02-19,Brooklyn,Housing,492
2022-02-19,Brooklyn,Noise,354
2022-02-19,Brooklyn,Other,274
2022-02-19,Brooklyn,Public Safety,38
2022-02-19,Brooklyn,Sanitation,100
2022-02-19,Brooklyn,Street Condition,78
2022-02-19,Brooklyn,Traffic,436
2022-02-19,Brooklyn,Water,38
2022-02-19,Manhattan,Housing,366
2022-02-19,Manhattan,Noise,438
2022-02-19,Manhattan,Other,205
2022-02-19,Manhattan,Public Safety,100
2022-02-19,Manhattan,Sanitation,68
2022-02-19,Manhattan,Street Condition,54
2022-02-19,Manhattan,Traffic,122
2022-02-19,Manhattan,Water,26
2022-02-19,Queens,Housing,266
2022-02-19,Queens,Noise,301
2022-02-19,Queens,Other,259
2022-02-19,Queens,Public Safety,34
2022-02-19,Queens,Sanitation,88
2022-02-19,Queens,Street Condition,150
2022-02-19,Queens,Traffic,540
2022-02-19,Queens,Water,85
2022-02-19,Staten Island,Housing,25
2022-02-19,Staten Island,Noise,39
2022-02-19,Staten Island,Other,85
2022-02-19,Staten Island,Public Safety,7
2022-02-19,Staten Island,Sanitation,84
2022-02-19,Staten Island,Street Condition,35
2022-02-19,Staten Island,Traffic,56
2022-02-19,Staten Island,Water,17
2022-02-20,Bronx,Housing,715
2022-02-20,Bronx,Noise,336
2022-02-20,Bronx,Other,92
2022-02-20,Bronx,Public Safety,20
2022-02-20,Bronx,Sanitation,39
2022-02-20,Bronx,Street Condition,39
2022-02-20,Bronx,Traffic,280
2022-02-20,Bronx,Water,26
2022-02-20,Brooklyn,Housing,536
2022-02-20,Brooklyn,Noise,315
2022-02-20,Brooklyn,Other,332
2022-02-20,Brooklyn,Public Safety,44
2022-02-20,Brooklyn,Sanitation,102
2022-02-20,Brooklyn,Street Condition,97
2022-02-20,Brooklyn,Traffic,458
2022-02-20,Brooklyn,Water,87
2022-02-20,Manhattan,Housing,422
2022-02-20,Manhattan,Noise,530
2022-02-20,Manhattan,Other,175
2022-02-20,Manhattan,Public Safety,67
2022-02-20,Manhattan,Sanitation,46
2022-02-20,Manhattan,Street Condition,41
2022-02-20,Manhattan,Traffic,165
2022-02-20,Manhattan,Water,28
2022-02-20,Queens,Housing,212
2022-02-20,Queens,Noise,405
2022-02-20,Queens,Other,317
2022-02-20,Queens,Public Safety,16
2022-02-20,Queens,Sanitation,70
2022-02-20,Queens,Street Condition,116
2022-02-20,Queens,Traffic,517
2022-02-20,Queens,Water,46
2022-02-20,Staten Island,Housing,34
2022-02-20,Staten Island,Noise,36
2022-02-20,Staten Island,Other,86
2022-02-20,Staten Island,Public Safety,4
2022-02-20,Staten Island,Sanitation,68
2022-02-20,Staten Island,Street Condition,59
2022-02-20,Staten Island,Traffic,44
2022-02-20,Staten Island,Water,9
2022-02-21,Bronx,Housing,596
2022-02-21,Bronx,Noise,322
2022-02-21,Bronx,Other,137
2022-02-21,Bronx,Public Safety,21
2022-02-21,Bronx,Sanitation,32
2022-02-21,Bronx,Street Condition,47
2022-02-21,Bronx,Traffic,321
2022-02-21,Bronx,Water,36
2022-02-21,Brooklyn,Housing,481
2022-02-21,Brooklyn,Noise,315
2022-02-21,Brooklyn,Other,496
2022-02-21,Brooklyn,Public Safety,48
2022-02-21,Brooklyn,Sanitation,136
2022-02-21,Brooklyn,Street Condition,119
2022-02-21,Brooklyn,Traffic,519
2022-02-21,Brooklyn,Water,69
2022-02-21,Manhattan,Housing,369
2022-02-21,Manhattan,Noise,442
2022-02-21,Manhattan,Other,258
2022-02-21,Manhattan,Public Safety,102
2022-02-21,Manhattan,Sanitation,79
2022-02-21,Manhattan,Street Condition,67
2022-02-21,Manhattan,Traffic,133
2022-02-21,Manhattan,Water,27
2022-02-21,Queens,Housing,205
2022-02-21,Queens,Noise,357
2022-02-21,Queens,Other,475
2022-02-21,Queens,Public Safety,26
2022-02-21,Queens,Sanitation,79
2022-02-21,Queens,Street Condition,120
2022-02-21,Queens,Traffic,519
2022-02-21,Queens,Water,85
2022-02-21,Staten Island,Housing,26
2022-02-21,Staten Island,Noise,36
2022-02-21,Staten Island,Other,117
2022-02-21,Staten Island,Public Safety,5
2022-02-21,Staten Island,Sanitation,51
2022-02-21,Staten Island,Street Condition,39
2022-02-21,Staten Island,Traffic,59
2022-02-21,Staten Island,Water,13
2022-02-22,Bronx,Housing,702
2022-02-22,Bronx,Noise,189
2022-02-22,Bronx,Other,170
2022-02-22,Bronx,Public Safety,29
2022-02-22,Bronx,Sanitation,62
2022-02-22,Bronx,Street Condition,131
2022-02-22,Bronx,Traffic,291
2022-02-22,Bronx,Water,66
2022-02-22,Brooklyn,Housing,463
2022-02-22,Brooklyn,Noise,297
2022-02-22,Brooklyn,Other,530
2022-02-22,Brooklyn,Public Safety,139
2022-02-22,Brooklyn,Sanitation,142
2022-02-22,Brooklyn,Street Condition,182
2022-02-22,Brooklyn,Traffic,584
2022-02-22,Brooklyn,Water,87
2022-02-22,Manhattan,Housing,405
2022-02-22,Manhattan,Noise,292
2022-02-22,Manhattan,Other,305
2022-02-22,Manhattan,Public Safety,163
2022-02-22,Manhattan,Sanitation,68
2022-02-22,Manhattan,Street Condition,102
2022-02-22,Manhattan,Traffic,157
2022-02-22,Manhattan,Water,50
2022-02-22,Queens,Housing,261
2022-02-22,Queens,Noise,249
2022-02-22,Queens,Other,482
2022-02-22,Queens,Public Safety,59
2022-02-22,Queens,Sanitation,103
2022-02-22,Queens,Street Condition,286
2022-02-22,Queens,Traffic,475
2022-02-22,Queens,Water,69
2022-02-22,Staten Island,Housing,30
2022-02-22,Staten Island,Noise,30
2022-02-22,Staten Island,Other,136
2022-02-22,Staten Island,Public Safety,5
2022-02-22,Staten Island,Sanitation,59
2022-02-22,Staten Island,Street Condition,100
2022-02-22,Staten Island,Traffic,50
2022-02-22,Staten Island,Water,25
2022-02-23,Bronx,Housing,626
2022-02-23,Bronx,Noise,311
2022-02-23,Bronx,Other,192
2022-02-23,Bronx,Public Safety,34
2022-02-23,Bronx,Sanitation,66
2022-02-23,Bronx,Street Condition,147
2022-02-23,Bronx,Traffic,292
2022-02-23,Bronx,Water,67
2022-02-23,Brooklyn,Housing,486
2022-02-23,Brooklyn,Noise,318
2022-02-23,Brooklyn,Other,549
2022-02-23,Brooklyn,Public Safety,69
2022-02-23,Brooklyn,Sanitation,196
2022-02-23,Brooklyn,Street Condition,225
2022-02-23,Brooklyn,Traffic,516
2022-02-23,Brooklyn,Water,94
2022-02-23,Manhattan,Housing,390
2022-02-23,Manhattan,Noise,425
2022-02-23,Manhattan,Other,338
2022-02-23,Manhattan,Public Safety,139
2022-02-23,Manhattan,Sanitation,84
2022-02-23,Manhattan,Street Condition,99
2022-02-23,Manhattan,Traffic,161
2022-02-23,Manhattan,Water,58
2022-02-23,Queens,Housing,242
2022-02-23,Queens,Noise,337
2022-02-23,Queens,Other,495
2022-02-23,Queens,Public Safety,29
2022-02-23,Queens,Sanitation,143
2022-02-23,Queens,Street Condition,300
2022-02-23,Queens,Traffic,482
2022-02-23,Queens,Water,104
2022-02-23,Staten Island,Housing,25
2022-02-23,Staten Island,Noise,19
2022-02-23,Staten Island,Other,122
2022-02-23,Staten Island,Public Safety,2
2022-02-23,Staten Island,Sanitation,90
2022-02-23,Staten Island,Street Condition,52
2022-02-23,Staten Island,Traffic,43
2022-02-23,Staten Island,Water,19
2022-02-24,Bronx,Housing,926
2022-02-24,Bronx,Noise,207
2022-02-24,Bronx,Other,162
2022-02-24,Bronx,Public Safety,18
2022-02-24,Bronx,Sanitation,64
2022-02-24,Bronx,Street Condition,110
2022-02-24,Bronx,Traffic,362
2022-02-24,Bronx,Water,71
2022-02-24,Brooklyn,Housing,663
2022-02-24,Brooklyn,Noise,259
2022-02-24,Brooklyn,Other,498
