city,regime,units,policy,config,total_loss,final_carryover,served_fraction_other,loss_share_other,served_fraction_by_family,pct_reduction_vs_uniform
sf,scarce,26,greedy_ev_point,local/calendar/random_forest,30505133.0,238563.0,1.0,0.0002,"{""housing_building"": 0.9921, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.4307, ""water_sewer"": 0.0}",46.907
sf,scarce,26,proportional,local/calendar/lgbm_point,29492173.0,231168.0,0.6438,0.0722,"{""housing_building"": 0.0854, ""noise"": 0.5734, ""other"": 0.6438, ""parks_trees"": 0.6499, ""public_safety"": 0.0, ""sanitation"": 0.6399, ""streets_transport"": 0.598, ""water_sewer"": 0.5955}",48.67
sf,scarce,26,greedy_ev_point,local/calendar/lgbm_point,30364755.0,237515.0,1.0,0.0003,"{""housing_building"": 0.9969, ""noise"": 0.9954, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.4333, ""water_sewer"": 0.0}",47.151
sf,scarce,26,proportional,local/calendar_weather/ridge,29492173.0,231168.0,0.6426,0.0726,"{""housing_building"": 0.0854, ""noise"": 0.5796, ""other"": 0.6426, ""parks_trees"": 0.6499, ""public_safety"": 0.0, ""sanitation"": 0.6399, ""streets_transport"": 0.5979, ""water_sewer"": 0.6011}",48.67
sf,scarce,26,greedy_ev_point,local/calendar_weather/ridge,30729185.0,240322.0,1.0,0.0002,"{""housing_building"": 0.9956, ""noise"": 0.9979, ""other"": 1.0, ""parks_trees"": 0.999, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.4262, ""water_sewer"": 0.0}",46.517
sf,scarce,26,proportional,local/calendar_weather/random_forest,29492173.0,231168.0,0.6426,0.0726,"{""housing_building"": 0.0854, ""noise"": 0.5734, ""other"": 0.6426, ""parks_trees"": 0.6499, ""public_safety"": 0.0, ""sanitation"": 0.6399, ""streets_transport"": 0.598, ""water_sewer"": 0.6011}",48.67
sf,scarce,26,greedy_ev_point,local/calendar_weather/random_forest,30494160.0,238474.0,1.0,0.0002,"{""housing_building"": 0.9976, ""noise"": 0.9961, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.4309, ""water_sewer"": 0.0}",46.926
sf,scarce,26,proportional,local/calendar_weather/lgbm_point,29486121.0,231146.0,0.6438,0.0722,"{""housing_building"": 0.0854, ""noise"": 0.5734, ""other"": 0.6438, ""parks_trees"": 0.6499, ""public_safety"": 0.0, ""sanitation"": 0.6403, ""streets_transport"": 0.5979, ""water_sewer"": 0.598}",48.68
sf,scarce,26,greedy_ev_point,local/calendar_weather/lgbm_point,30410631.0,237665.0,1.0,0.0003,"{""housing_building"": 0.9969, ""noise"": 0.9954, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.4329, ""water_sewer"": 0.0}",47.071
sf,scarce,26,proportional,global/calendar_weather/lgbm_point,29495196.0,231179.0,0.6426,0.0725,"{""housing_building"": 0.0854, ""noise"": 0.5755, ""other"": 0.6426, ""parks_trees"": 0.6499, ""public_safety"": 0.0, ""sanitation"": 0.6403, ""streets_transport"": 0.5979, ""water_sewer"": 0.598}",48.664
sf,scarce,26,greedy_ev_point,global/calendar_weather/lgbm_point,30198717.0,236568.0,1.0,0.0002,"{""housing_building"": 0.9836, ""noise"": 0.9937, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.4358, ""water_sewer"": 0.0}",47.44
sf,scarce,26,greedy_ev_point,quantile/median_arm,30337378.0,237083.0,1.0,0.0003,"{""housing_building"": 0.9969, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.4343, ""water_sewer"": 0.0}",47.199
sf,scarce,26,greedy_ev_point,quantile/implied_mean_arm,30375874.0,237480.0,1.0,0.0002,"{""housing_building"": 0.9863, ""noise"": 0.9961, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.4334, ""water_sewer"": 0.0}",47.132
sf,scarce,26,greedy_ev_quantile,quantile/full_arm,29644860.0,231937.0,0.9999,0.0006,"{""housing_building"": 0.9904, ""noise"": 0.9978, ""other"": 0.9999, ""parks_trees"": 0.9951, ""public_safety"": 0.0, ""sanitation"": 0.9996, ""streets_transport"": 0.4473, ""water_sewer"": 0.0}",48.404
sf,moderate,33,uniform,uniform,53355269.0,405085.0,1.0,0.0,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 1.0, ""parks_trees"": 1.0, ""public_safety"": 1.0, ""sanitation"": 0.4915, ""streets_transport"": 0.1364, ""water_sewer"": 1.0}",0.0
sf,moderate,33,hindsight_myopic_reference,hindsight_myopic_reference,16203073.0,134894.0,0.9992,0.0004,"{""housing_building"": 0.9911, ""noise"": 0.9989, ""other"": 0.9992, ""parks_trees"": 0.9965, ""public_safety"": 0.0, ""sanitation"": 0.9996, ""streets_transport"": 0.688, ""water_sewer"": 0.0}",69.632
sf,moderate,33,proportional,local/internal/naive_trailing7,16218711.0,134951.0,0.7734,0.0727,"{""housing_building"": 0.4771, ""noise"": 0.8138, ""other"": 0.7734, ""parks_trees"": 0.8425, ""public_safety"": 0.0, ""sanitation"": 0.7864, ""streets_transport"": 0.7645, ""water_sewer"": 0.8161}",69.602
sf,moderate,33,greedy_ev_point,local/internal/naive_trailing7,18217857.0,148917.0,0.9995,0.0005,"{""housing_building"": 0.9976, ""noise"": 0.9994, ""other"": 0.9995, ""parks_trees"": 0.996, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.653, ""water_sewer"": 0.0}",65.856
sf,moderate,33,proportional,local/internal/seasonal_naive7,16212021.0,134927.0,0.7746,0.0728,"{""housing_building"": 0.473, ""noise"": 0.8121, ""other"": 0.7746, ""parks_trees"": 0.8425, ""public_safety"": 0.0, ""sanitation"": 0.7864, ""streets_transport"": 0.7647, ""water_sewer"": 0.8105}",69.615
sf,moderate,33,greedy_ev_point,local/internal/seasonal_naive7,17917338.0,147734.0,1.0,0.0005,"{""housing_building"": 0.9891, ""noise"": 0.9979, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.656, ""water_sewer"": 0.0}",66.419
sf,moderate,33,proportional,local/internal/ridge,16214548.0,134936.0,0.7734,0.0728,"{""housing_building"": 0.4774, ""noise"": 0.8121, ""other"": 0.7734, ""parks_trees"": 0.8425, ""public_safety"": 0.0, ""sanitation"": 0.7869, ""streets_transport"": 0.7647, ""water_sewer"": 0.808}",69.61
sf,moderate,33,greedy_ev_point,local/internal/ridge,17450598.0,144049.0,1.0,0.0005,"{""housing_building"": 0.9908, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.9977, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.6651, ""water_sewer"": 0.0}",67.294
sf,moderate,33,proportional,local/internal/random_forest,16214879.0,134937.0,0.7746,0.0727,"{""housing_building"": 0.4723, ""noise"": 0.8076, ""other"": 0.7746, ""parks_trees"": 0.8425, ""public_safety"": 0.0, ""sanitation"": 0.7864, ""streets_transport"": 0.7647, ""water_sewer"": 0.8136}",69.61
sf,moderate,33,greedy_ev_point,local/internal/random_forest,17206376.0,142399.0,1.0,0.0004,"{""housing_building"": 0.9969, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.6692, ""water_sewer"": 0.0}",67.751
sf,moderate,33,proportional,local/internal/lgbm_point,16208781.0,134915.0,0.7746,0.0728,"{""housing_building"": 0.4771, ""noise"": 0.8121, ""other"": 0.7746, ""parks_trees"": 0.8425, ""public_safety"": 0.0, ""sanitation"": 0.7864, ""streets_transport"": 0.7647, ""water_sewer"": 0.8105}",69.621
sf,moderate,33,greedy_ev_point,local/internal/lgbm_point,17168564.0,142097.0,1.0,0.0005,"{""housing_building"": 0.9921, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.6699, ""water_sewer"": 0.0}",67.822
sf,moderate,33,proportional,local/calendar/random_forest,16214879.0,134937.0,0.7746,0.0727,"{""housing_building"": 0.4723, ""noise"": 0.8138, ""other"": 0.7746, ""parks_trees"": 0.8425, ""public_safety"": 0.0, ""sanitation"": 0.7864, ""streets_transport"": 0.7645, ""water_sewer"": 0.8136}",69.61
sf,moderate,33,greedy_ev_point,local/calendar/random_forest,17222633.0,142313.0,1.0,0.0004,"{""housing_building"": 0.9921, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.6694, ""water_sewer"": 0.0}",67.721
sf,moderate,33,proportional,local/calendar/lgbm_point,16208781.0,134915.0,0.7734,0.0728,"{""housing_building"": 0.4771, ""noise"": 0.8121, ""other"": 0.7734, ""parks_trees"": 0.8425, ""public_safety"": 0.0, ""sanitation"": 0.7869, ""streets_transport"": 0.7647, ""water_sewer"": 0.8105}",69.621
sf,moderate,33,greedy_ev_point,local/calendar/lgbm_point,17082255.0,141265.0,1.0,0.0004,"{""housing_building"": 0.9969, ""noise"": 0.9954, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.672, ""water_sewer"": 0.0}",67.984
sf,moderate,33,proportional,local/calendar_weather/ridge,16231352.0,134997.0,0.7734,0.0727,"{""housing_building"": 0.4723, ""noise"": 0.8098, ""other"": 0.7734, ""parks_trees"": 0.8425, ""public_safety"": 0.0, ""sanitation"": 0.7864, ""streets_transport"": 0.7645, ""water_sewer"": 0.8161}",69.579
sf,moderate,33,greedy_ev_point,local/calendar_weather/ridge,17446685.0,144072.0,1.0,0.0004,"{""housing_building"": 0.9956, ""noise"": 0.9979, ""other"": 1.0, ""parks_trees"": 0.999, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.6649, ""water_sewer"": 0.0}",67.301
sf,moderate,33,proportional,local/calendar_weather/random_forest,16214879.0,134937.0,0.7746,0.0726,"{""housing_building"": 0.4723, ""noise"": 0.8076, ""other"": 0.7746, ""parks_trees"": 0.8473, ""public_safety"": 0.0, ""sanitation"": 0.7864, ""streets_transport"": 0.7645, ""water_sewer"": 0.8136}",69.61
sf,moderate,33,greedy_ev_point,local/calendar_weather/random_forest,17211660.0,142224.0,1.0,0.0004,"{""housing_building"": 0.9976, ""noise"": 0.9961, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.6697, ""water_sewer"": 0.0}",67.741
sf,moderate,33,proportional,local/calendar_weather/lgbm_point,16214833.0,134937.0,0.7746,0.0728,"{""housing_building"": 0.46, ""noise"": 0.8121, ""other"": 0.7746, ""parks_trees"": 0.8425, ""public_safety"": 0.0, ""sanitation"": 0.7869, ""streets_transport"": 0.7645, ""water_sewer"": 0.8136}",69.61
sf,moderate,33,greedy_ev_point,local/calendar_weather/lgbm_point,17128131.0,141415.0,1.0,0.0005,"{""housing_building"": 0.9969, ""noise"": 0.9954, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.6716, ""water_sewer"": 0.0}",67.898
sf,moderate,33,proportional,global/calendar_weather/lgbm_point,16222514.0,134965.0,0.7734,0.0729,"{""housing_building"": 0.46, ""noise"": 0.8059, ""other"": 0.7734, ""parks_trees"": 0.8425, ""public_safety"": 0.0, ""sanitation"": 0.7869, ""streets_transport"": 0.7647, ""water_sewer"": 0.8161}",69.595
sf,moderate,33,greedy_ev_point,global/calendar_weather/lgbm_point,16916217.0,140318.0,1.0,0.0004,"{""housing_building"": 0.9836, ""noise"": 0.9937, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.6745, ""water_sewer"": 0.0}",68.295
sf,moderate,33,greedy_ev_point,quantile/median_arm,17054878.0,140833.0,1.0,0.0005,"{""housing_building"": 0.9969, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.673, ""water_sewer"": 0.0}",68.035
sf,moderate,33,greedy_ev_point,quantile/implied_mean_arm,17093374.0,141230.0,1.0,0.0004,"{""housing_building"": 0.9863, ""noise"": 0.9961, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.6721, ""water_sewer"": 0.0}",67.963
sf,moderate,33,greedy_ev_quantile,quantile/full_arm,16362360.0,135687.0,0.9999,0.001,"{""housing_building"": 0.9904, ""noise"": 0.9978, ""other"": 0.9999, ""parks_trees"": 0.9951, ""public_safety"": 0.0, ""sanitation"": 0.9996, ""streets_transport"": 0.686, ""water_sewer"": 0.0}",69.333
sf,generous,41,uniform,uniform,49559250.0,377585.0,1.0,0.0,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 1.0, ""parks_trees"": 1.0, ""public_safety"": 1.0, ""sanitation"": 0.6144, ""streets_transport"": 0.1705, ""water_sewer"": 1.0}",0.0
sf,generous,41,hindsight_myopic_reference,hindsight_myopic_reference,3680748.0,36166.0,0.9994,0.0017,"{""housing_building"": 0.9839, ""noise"": 0.9947, ""other"": 0.9994, ""parks_trees"": 0.996, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9274, ""water_sewer"": 0.2468}",92.573
sf,generous,41,proportional,local/internal/naive_trailing7,3758245.0,36529.0,0.9473,0.0655,"{""housing_building"": 0.8534, ""noise"": 0.9482, ""other"": 0.9473, ""parks_trees"": 0.9482, ""public_safety"": 0.0, ""sanitation"": 0.9383, ""streets_transport"": 0.9371, ""water_sewer"": 0.9355}",92.417
sf,generous,41,greedy_ev_point,local/internal/naive_trailing7,4630588.0,45617.0,0.9995,0.0016,"{""housing_building"": 0.9921, ""noise"": 0.9994, ""other"": 0.9995, ""parks_trees"": 0.996, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9046, ""water_sewer"": 0.2108}",90.656
sf,generous,41,proportional,local/internal/seasonal_naive7,3729275.0,36365.0,0.9485,0.0654,"{""housing_building"": 0.8486, ""noise"": 0.9494, ""other"": 0.9485, ""parks_trees"": 0.9482, ""public_safety"": 1.0, ""sanitation"": 0.9387, ""streets_transport"": 0.9372, ""water_sewer"": 0.9356}",92.475
sf,generous,41,greedy_ev_point,local/internal/seasonal_naive7,4401330.0,44702.0,1.0,0.0018,"{""housing_building"": 0.9891, ""noise"": 0.9979, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9061, ""water_sewer"": 0.2457}",91.119
sf,generous,41,proportional,local/internal/ridge,3736975.0,36419.0,0.9485,0.0654,"{""housing_building"": 0.8469, ""noise"": 0.9494, ""other"": 0.9485, ""parks_trees"": 0.9535, ""public_safety"": 0.0, ""sanitation"": 0.9383, ""streets_transport"": 0.9371, ""water_sewer"": 0.9367}",92.46
sf,generous,41,greedy_ev_point,local/internal/ridge,4126467.0,41821.0,1.0,0.0018,"{""housing_building"": 0.9908, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.9977, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9131, ""water_sewer"": 0.2457}",91.674
sf,generous,41,proportional,local/internal/random_forest,3751770.0,36502.0,0.9472,0.0654,"{""housing_building"": 0.8479, ""noise"": 0.9509, ""other"": 0.9472, ""parks_trees"": 0.9521, ""public_safety"": 0.0, ""sanitation"": 0.9383, ""streets_transport"": 0.9371, ""water_sewer"": 0.9336}",92.43
sf,generous,41,greedy_ev_point,local/internal/random_forest,4053617.0,40961.0,1.0,0.0017,"{""housing_building"": 0.9969, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9153, ""water_sewer"": 0.2468}",91.821
sf,generous,41,proportional,local/internal/lgbm_point,3737750.0,36428.0,0.9483,0.0653,"{""housing_building"": 0.8496, ""noise"": 0.9507, ""other"": 0.9483, ""parks_trees"": 0.9487, ""public_safety"": 0.0, ""sanitation"": 0.9383, ""streets_transport"": 0.9372, ""water_sewer"": 0.9343}",92.458
sf,generous,41,greedy_ev_point,local/internal/lgbm_point,4019327.0,40682.0,1.0,0.0019,"{""housing_building"": 0.9921, ""noise"": 0.9961, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.916, ""water_sewer"": 0.2468}",91.89
sf,generous,41,proportional,local/calendar/random_forest,3742725.0,36451.0,0.9483,0.0641,"{""housing_building"": 0.8496, ""noise"": 0.9504, ""other"": 0.9483, ""parks_trees"": 0.9472, ""public_safety"": 0.0, ""sanitation"": 0.9387, ""streets_transport"": 0.9371, ""water_sewer"": 0.9336}",92.448
sf,generous,41,greedy_ev_point,local/calendar/random_forest,4064239.0,40835.0,1.0,0.0016,"{""housing_building"": 0.9921, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9156, ""water_sewer"": 0.2457}",91.799
sf,generous,41,proportional,local/calendar/lgbm_point,3734266.0,36405.0,0.9483,0.0644,"{""housing_building"": 0.8479, ""noise"": 0.945, ""other"": 0.9483, ""parks_trees"": 0.9534, ""public_safety"": 0.0, ""sanitation"": 0.9387, ""streets_transport"": 0.9372, ""water_sewer"": 0.9318}",92.465
sf,generous,41,greedy_ev_point,local/calendar/lgbm_point,3949940.0,39877.0,1.0,0.0018,"{""housing_building"": 0.9969, ""noise"": 0.9954, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.918, ""water_sewer"": 0.2468}",92.03
sf,generous,41,proportional,local/calendar_weather/ridge,3756013.0,36499.0,0.9483,0.0657,"{""housing_building"": 0.8575, ""noise"": 0.9494, ""other"": 0.9483, ""parks_trees"": 0.9534, ""public_safety"": 1.0, ""sanitation"": 0.9383, ""streets_transport"": 0.9368, ""water_sewer"": 0.9349}",92.421
sf,generous,41,greedy_ev_point,local/calendar_weather/ridge,4191957.0,42101.0,1.0,0.0017,"{""housing_building"": 0.9956, ""noise"": 0.9979, ""other"": 1.0, ""parks_trees"": 0.999, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9124, ""water_sewer"": 0.2457}",91.542
sf,generous,41,proportional,local/calendar_weather/random_forest,3736455.0,36412.0,0.9472,0.0643,"{""housing_building"": 0.8469, ""noise"": 0.9448, ""other"": 0.9472, ""parks_trees"": 0.9535, ""public_safety"": 0.0, ""sanitation"": 0.9387, ""streets_transport"": 0.9372, ""water_sewer"": 0.9367}",92.461
sf,generous,41,greedy_ev_point,local/calendar_weather/random_forest,4079046.0,40846.0,1.0,0.0015,"{""housing_building"": 0.9976, ""noise"": 0.9961, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9156, ""water_sewer"": 0.2457}",91.769
sf,generous,41,proportional,local/calendar_weather/lgbm_point,3741460.0,36448.0,0.9495,0.0641,"{""housing_building"": 0.8513, ""noise"": 0.9448, ""other"": 0.9495, ""parks_trees"": 0.9498, ""public_safety"": 0.0, ""sanitation"": 0.9387, ""streets_transport"": 0.937, ""water_sewer"": 0.9355}",92.451
sf,generous,41,greedy_ev_point,local/calendar_weather/lgbm_point,3993638.0,40027.0,1.0,0.0018,"{""housing_building"": 0.9969, ""noise"": 0.9954, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9176, ""water_sewer"": 0.2468}",91.942
sf,generous,41,proportional,global/calendar_weather/lgbm_point,3726169.0,36364.0,0.9483,0.0644,"{""housing_building"": 0.8513, ""noise"": 0.9448, ""other"": 0.9483, ""parks_trees"": 0.9533, ""public_safety"": 1.0, ""sanitation"": 0.9385, ""streets_transport"": 0.9372, ""water_sewer"": 0.9367}",92.481
sf,generous,41,greedy_ev_point,global/calendar_weather/lgbm_point,3935004.0,39591.0,1.0,0.0018,"{""housing_building"": 0.9969, ""noise"": 0.9937, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9187, ""water_sewer"": 0.2468}",92.06
sf,generous,41,greedy_ev_point,quantile/median_arm,3959824.0,39594.0,1.0,0.0018,"{""housing_building"": 0.9891, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9187, ""water_sewer"": 0.2457}",92.01
sf,generous,41,greedy_ev_point,quantile/implied_mean_arm,3959463.0,39813.0,1.0,0.0017,"{""housing_building"": 0.9863, ""noise"": 0.9961, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9182, ""water_sewer"": 0.2457}",92.011
sf,generous,41,greedy_ev_quantile,quantile/full_arm,3693238.0,36318.0,0.9991,0.0038,"{""housing_building"": 0.9839, ""noise"": 0.9947, ""other"": 0.9991, ""parks_trees"": 0.996, ""public_safety"": 1.0, ""sanitation"": 0.9996, ""streets_transport"": 0.927, ""water_sewer"": 0.2524}",92.548
