city,regime,units,policy,total_loss,pct_vs_uniform,pct_vs_proportional
austin,generous,13,point_greedy/proportional_unmet,6825498.0,60.085,0.189
austin,generous,13,point_greedy/largest_carryover,6826602.0,60.078,0.173
austin,generous,13,point_greedy/largest_forecast,7181185.0,58.005,-5.012
austin,generous,13,point_greedy/smallest_alloc,6908713.0,59.598,-1.027
austin,generous,13,point_greedy_smoothed/fixed_index,6862155.0,59.87,-0.347
austin,generous,13,median_arm/fixed_index,7097634.0,58.493,-3.79
austin,generous,13,median_arm/proportional_unmet,6825498.0,60.085,0.189
austin,generous,13,implied_mean_arm/fixed_index,7145955.0,58.211,-4.497
austin,generous,13,implied_mean_arm/proportional_unmet,6825498.0,60.085,0.189
chicago,scarce,29,uniform,47723755.0,0.0,-28.418
chicago,scarce,29,proportional,37162683.0,22.13,0.0
chicago,scarce,29,quantile_full,37208413.0,22.034,-0.123
chicago,scarce,29,point_greedy/fixed_index,38101878.0,20.162,-2.527
chicago,scarce,29,point_greedy/random_mean,37489711.1,21.444,-0.88
chicago,scarce,29,point_greedy/random_min,37415038.0,21.601,-0.679
chicago,scarce,29,point_greedy/random_max,37541000.0,21.337,-1.018
chicago,scarce,29,point_greedy/proportional_unmet,37162683.0,22.13,0.0
chicago,scarce,29,point_greedy/largest_carryover,37162683.0,22.13,0.0
chicago,scarce,29,point_greedy/largest_forecast,38191667.0,19.973,-2.769
chicago,scarce,29,point_greedy/smallest_alloc,37527036.0,21.366,-0.98
chicago,scarce,29,point_greedy_smoothed/fixed_index,37445548.0,21.537,-0.761
chicago,scarce,29,median_arm/fixed_index,38156350.0,20.047,-2.674
chicago,scarce,29,median_arm/proportional_unmet,37162683.0,22.13,0.0
chicago,scarce,29,implied_mean_arm/fixed_index,38487311.0,19.354,-3.564
chicago,scarce,29,implied_mean_arm/proportional_unmet,37162683.0,22.13,0.0
chicago,moderate,38,uniform,41456191.0,0.0,-107.634
chicago,moderate,38,proportional,19965951.0,51.838,0.0
chicago,moderate,38,quantile_full,20087932.0,51.544,-0.611
chicago,moderate,38,point_greedy/fixed_index,21402749.0,48.373,-7.196
chicago,moderate,38,point_greedy/random_mean,20640239.4,50.212,-3.377
chicago,moderate,38,point_greedy/random_min,20580566.0,50.356,-3.078
chicago,moderate,38,point_greedy/random_max,20730038.0,49.995,-3.827
chicago,moderate,38,point_greedy/proportional_unmet,19960983.0,51.85,0.025
chicago,moderate,38,point_greedy/largest_carryover,19998502.0,51.76,-0.163
chicago,moderate,38,point_greedy/largest_forecast,21433015.0,48.3,-7.348
chicago,moderate,38,point_greedy/smallest_alloc,20722241.0,50.014,-3.788
chicago,moderate,38,point_greedy_smoothed/fixed_index,20473993.0,50.613,-2.545
chicago,moderate,38,median_arm/fixed_index,21436989.0,48.29,-7.368
chicago,moderate,38,median_arm/proportional_unmet,19960983.0,51.85,0.025
chicago,moderate,38,implied_mean_arm/fixed_index,21765124.0,47.498,-9.011
chicago,moderate,38,implied_mean_arm/proportional_unmet,19960983.0,51.85,0.025
chicago,generous,46,uniform,37425429.0,0.0,-586.531
chicago,generous,46,proportional,5451379.0,85.434,0.0
chicago,generous,46,quantile_full,5561653.0,85.139,-2.023
chicago,generous,46,point_greedy/fixed_index,6920807.0,81.508,-26.955
chicago,generous,46,point_greedy/random_mean,6158753.25,83.544,-12.976
chicago,generous,46,point_greedy/random_min,6105244.0,83.687,-11.994
chicago,generous,46,point_greedy/random_max,6255271.0,83.286,-14.747
chicago,generous,46,point_greedy/proportional_unmet,5447834.0,85.443,0.065
chicago,generous,46,point_greedy/largest_carryover,5538424.0,85.201,-1.597
chicago,generous,46,point_greedy/largest_forecast,6788499.0,81.861,-24.528
chicago,generous,46,point_greedy/smallest_alloc,6215978.0,83.391,-14.026
chicago,generous,46,point_greedy_smoothed/fixed_index,5947223.0,84.109,-9.096
chicago,generous,46,median_arm/fixed_index,6917110.0,81.518,-26.887
chicago,generous,46,median_arm/proportional_unmet,5447929.0,85.443,0.063
chicago,generous,46,implied_mean_arm/fixed_index,7230677.0,80.68,-32.639
chicago,generous,46,implied_mean_arm/proportional_unmet,5447868.0,85.443,0.064
nyc,scarce,119,uniform,190188344.0,0.0,-30.244
nyc,scarce,119,proportional,146024681.0,23.221,0.0
nyc,scarce,119,quantile_full,146938634.0,22.74,-0.626
nyc,scarce,119,point_greedy/fixed_index,154437576.0,18.798,-5.761
nyc,scarce,119,point_greedy/random_mean,147729935.8,22.324,-1.168
nyc,scarce,119,point_greedy/random_min,147612693.0,22.386,-1.087
nyc,scarce,119,point_greedy/random_max,147866545.0,22.253,-1.261
nyc,scarce,119,point_greedy/proportional_unmet,146024681.0,23.221,0.0
nyc,scarce,119,point_greedy/largest_carryover,146124041.0,23.169,-0.068
nyc,scarce,119,point_greedy/largest_forecast,148874204.0,21.723,-1.951
nyc,scarce,119,point_greedy/smallest_alloc,147818497.0,22.278,-1.228
nyc,scarce,119,point_greedy_smoothed/fixed_index,150834748.0,20.692,-3.294
nyc,scarce,119,median_arm/fixed_index,155038277.0,18.482,-6.173
nyc,scarce,119,median_arm/proportional_unmet,146024681.0,23.221,0.0
nyc,scarce,119,implied_mean_arm/fixed_index,156441739.0,17.744,-7.134
nyc,scarce,119,implied_mean_arm/proportional_unmet,146024681.0,23.221,0.0
nyc,moderate,153,uniform,159106556.0,0.0,-96.33
nyc,moderate,153,proportional,81040481.0,49.065,0.0
nyc,moderate,153,quantile_full,82149267.0,48.368,-1.368
nyc,moderate,153,point_greedy/fixed_index,91571785.0,42.446,-12.995
nyc,moderate,153,point_greedy/random_mean,83961015.85,47.23,-3.604
nyc,moderate,153,point_greedy/random_min,83862442.0,47.292,-3.482
nyc,moderate,153,point_greedy/random_max,84063599.0,47.165,-3.73
nyc,moderate,153,point_greedy/proportional_unmet,81065321.0,49.05,-0.031
nyc,moderate,153,point_greedy/largest_carryover,81423690.0,48.824,-0.473
nyc,moderate,153,point_greedy/largest_forecast,89728705.0,43.605,-10.721
nyc,moderate,153,point_greedy/smallest_alloc,83982560.0,47.216,-3.63
nyc,moderate,153,point_greedy_smoothed/fixed_index,86874620.0,45.398,-7.199
nyc,moderate,153,median_arm/fixed_index,92286377.0,41.997,-13.877
nyc,moderate,153,median_arm/proportional_unmet,81051521.0,49.058,-0.014
nyc,moderate,153,implied_mean_arm/fixed_index,93992212.0,40.925,-15.982
nyc,moderate,153,implied_mean_arm/proportional_unmet,81051521.0,49.058,-0.014
nyc,generous,187,uniform,133717691.0,0.0,-659.371
nyc,generous,187,proportional,17608997.0,86.831,0.0
nyc,generous,187,quantile_full,18748666.0,85.979,-6.472
nyc,generous,187,point_greedy/fixed_index,27875499.0,79.153,-58.303
nyc,generous,187,point_greedy/random_mean,21642749.5,83.815,-22.907
nyc,generous,187,point_greedy/random_min,21488832.0,83.93,-22.033
nyc,generous,187,point_greedy/random_max,21857103.0,83.654,-24.125
nyc,generous,187,point_greedy/proportional_unmet,17607812.0,86.832,0.007
nyc,generous,187,point_greedy/largest_carryover,18611620.0,86.081,-5.694
nyc,generous,187,point_greedy/largest_forecast,28125706.0,78.966,-59.723
nyc,generous,187,point_greedy/smallest_alloc,21791520.0,83.703,-23.752
nyc,generous,187,point_greedy_smoothed/fixed_index,23440409.0,82.47,-33.116
nyc,generous,187,median_arm/fixed_index,28593828.0,78.616,-62.382
nyc,generous,187,median_arm/proportional_unmet,17594082.0,86.842,0.085
nyc,generous,187,implied_mean_arm/fixed_index,30175303.0,77.434,-71.363
nyc,generous,187,implied_mean_arm/proportional_unmet,17663402.0,86.791,-0.309
sf,scarce,26,uniform,57455738.0,0.0,-94.815
sf,scarce,26,proportional,29492447.0,48.669,0.0
sf,scarce,26,quantile_full,29644860.0,48.404,-0.517
sf,scarce,26,point_greedy/fixed_index,30255010.0,47.342,-2.586
sf,scarce,26,point_greedy/random_mean,29899127.6,47.961,-1.379
sf,scarce,26,point_greedy/random_min,29853862.0,48.04,-1.225
sf,scarce,26,point_greedy/random_max,29982522.0,47.816,-1.662
sf,scarce,26,point_greedy/proportional_unmet,29485573.0,48.681,0.023
sf,scarce,26,point_greedy/largest_carryover,29485573.0,48.681,0.023
sf,scarce,26,point_greedy/largest_forecast,29672901.0,48.355,-0.612
sf,scarce,26,point_greedy/smallest_alloc,29990438.0,47.803,-1.689
sf,scarce,26,point_greedy_smoothed/fixed_index,29743545.0,48.232,-0.851
sf,scarce,26,median_arm/fixed_index,30337378.0,47.199,-2.865
sf,scarce,26,median_arm/proportional_unmet,29485573.0,48.681,0.023
sf,scarce,26,implied_mean_arm/fixed_index,30375874.0,47.132,-2.995
sf,scarce,26,implied_mean_arm/proportional_unmet,29485573.0,48.681,0.023
sf,moderate,33,uniform,53355269.0,0.0,-229.051
sf,moderate,33,proportional,16214879.0,69.61,0.0
sf,moderate,33,quantile_full,16362360.0,69.333,-0.91
sf,moderate,33,point_greedy/fixed_index,16972510.0,68.19,-4.672
sf,moderate,33,point_greedy/random_mean,16896598.05,68.332,-4.204
sf,moderate,33,point_greedy/random_min,16811354.0,68.492,-3.679
sf,moderate,33,point_greedy/random_max,16939251.0,68.252,-4.467
sf,moderate,33,point_greedy/proportional_unmet,16203073.0,69.632,0.073
sf,moderate,33,point_greedy/largest_carryover,16210733.0,69.617,0.026
sf,moderate,33,point_greedy/largest_forecast,17235704.0,67.696,-6.296
sf,moderate,33,point_greedy/smallest_alloc,16949816.0,68.232,-4.532
sf,moderate,33,point_greedy_smoothed/fixed_index,16461045.0,69.148,-1.518
sf,moderate,33,median_arm/fixed_index,17054878.0,68.035,-5.18
sf,moderate,33,median_arm/proportional_unmet,16203073.0,69.632,0.073
sf,moderate,33,implied_mean_arm/fixed_index,17093374.0,67.963,-5.418
sf,moderate,33,implied_mean_arm/proportional_unmet,16203073.0,69.632,0.073
sf,generous,41,uniform,49559250.0,0.0,-1231.168
sf,generous,41,proportional,3722991.0,92.488,0.0
sf,generous,41,quantile_full,3693238.0,92.548,0.799
sf,generous,41,point_greedy/fixed_index,3952068.0,92.026,-6.153
sf,generous,41,point_greedy/random_mean,3958368.3,92.013,-6.322
sf,generous,41,point_greedy/random_min,3951529.0,92.027,-6.139
sf,generous,41,point_greedy/random_max,3959924.0,92.01,-6.364
sf,generous,41,point_greedy/proportional_unmet,3693584.0,92.547,0.79
sf,generous,41,point_greedy/largest_carryover,3765538.0,92.402,-1.143
sf,generous,41,point_greedy/largest_forecast,4232822.0,91.459,-13.694
sf,generous,41,point_greedy/smallest_alloc,3960570.0,92.008,-6.381
sf,generous,41,point_greedy_smoothed/fixed_index,3743385.0,92.447,-0.548
sf,generous,41,median_arm/fixed_index,3959845.0,92.01,-6.362
sf,generous,41,median_arm/proportional_unmet,3693095.0,92.548,0.803
sf,generous,41,implied_mean_arm/fixed_index,3959463.0,92.011,-6.352
sf,generous,41,implied_mean_arm/proportional_unmet,3690519.0,92.553,0.872
