city,regime,units,policy,config,total_loss,pct_reduction_vs_uniform,final_carryover,served_fraction_other
sf,generous,41,proportional,local/internal/ridge,3736975.0,92.46,36419.0,0.948
sf,generous,41,greedy_ev_point,local/internal/ridge,4126467.0,91.674,41821.0,1.0
sf,generous,41,proportional,local/internal/random_forest,3751770.0,92.43,36502.0,0.947
sf,generous,41,greedy_ev_point,local/internal/random_forest,4053617.0,91.821,40961.0,1.0
sf,generous,41,proportional,local/internal/lgbm_point,3737750.0,92.458,36428.0,0.948
sf,generous,41,greedy_ev_point,local/internal/lgbm_point,4019327.0,91.89,40682.0,1.0
sf,generous,41,proportional,local/calendar/random_forest,3742725.0,92.448,36451.0,0.948
sf,generous,41,greedy_ev_point,local/calendar/random_forest,4064239.0,91.799,40835.0,1.0
sf,generous,41,proportional,local/calendar/lgbm_point,3734266.0,92.465,36405.0,0.948
sf,generous,41,greedy_ev_point,local/calendar/lgbm_point,3949940.0,92.03,39877.0,1.0
sf,generous,41,proportional,local/calendar_weather/ridge,3756013.0,92.421,36499.0,0.948
sf,generous,41,greedy_ev_point,local/calendar_weather/ridge,4191957.0,91.542,42101.0,1.0
sf,generous,41,proportional,local/calendar_weather/random_forest,3736455.0,92.461,36412.0,0.947
sf,generous,41,greedy_ev_point,local/calendar_weather/random_forest,4079046.0,91.769,40846.0,1.0
sf,generous,41,proportional,local/calendar_weather/lgbm_point,3741460.0,92.451,36448.0,0.95
sf,generous,41,greedy_ev_point,local/calendar_weather/lgbm_point,3993638.0,91.942,40027.0,1.0
sf,generous,41,proportional,global/calendar_weather/lgbm_point,3722991.0,92.488,36344.0,0.948
sf,generous,41,greedy_ev_point,global/calendar_weather/lgbm_point,3952067.0,92.026,39596.0,1.0
sf,generous,41,greedy_ev_point,quantile/median_arm,3959824.0,92.01,39594.0,1.0
sf,generous,41,greedy_ev_point,quantile/implied_mean_arm,3959463.0,92.011,39813.0,1.0
sf,generous,41,greedy_ev_quantile,quantile/full_arm,3693238.0,92.548,36318.0,0.999
