scenario,city,regime,units,policy,config,total_loss,final_carryover
yield_housing_building_x130,chicago,scarce,29,proportional,valbest,36191118.0,202583.0
yield_housing_building_x130,chicago,scarce,29,greedy_ev_point,valbest,36797517.0,206166.0
yield_housing_building_x130,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,35901036.0,201033.0
yield_housing_building_x130,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,35820249.0,200419.0
yield_other_x070,chicago,scarce,29,uniform,uniform,48618472.0,306063.0
yield_other_x070,chicago,scarce,29,proportional,valbest,38448978.0,219503.0
yield_other_x070,chicago,scarce,29,greedy_ev_point,valbest,38175414.0,216190.0
yield_other_x070,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,37232993.0,210432.0
yield_other_x070,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,37162683.0,209768.0
yield_other_x130,chicago,scarce,29,uniform,uniform,47723437.0,302482.0
yield_other_x130,chicago,scarce,29,proportional,valbest,36158928.0,202463.0
yield_other_x130,chicago,scarce,29,greedy_ev_point,valbest,36728312.0,206096.0
yield_other_x130,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,35882927.0,201233.0
yield_other_x130,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,35782055.0,200492.0
yield_parks_trees_x070,chicago,scarce,29,uniform,uniform,50017315.0,319042.0
yield_parks_trees_x070,chicago,scarce,29,proportional,valbest,39410643.0,225443.0
yield_parks_trees_x070,chicago,scarce,29,greedy_ev_point,valbest,37763452.0,214768.0
yield_parks_trees_x070,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,37205593.0,210315.0
yield_parks_trees_x070,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,37162683.0,209768.0
yield_parks_trees_x130,chicago,scarce,29,uniform,uniform,45776369.0,293193.0
yield_parks_trees_x130,chicago,scarce,29,proportional,valbest,35521383.0,198668.0
yield_parks_trees_x130,chicago,scarce,29,greedy_ev_point,valbest,35800781.0,200606.0
yield_parks_trees_x130,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,35190744.0,197209.0
yield_parks_trees_x130,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,34872624.0,195257.0
yield_public_safety_x070,chicago,scarce,29,uniform,uniform,47922974.0,302482.0
yield_public_safety_x070,chicago,scarce,29,proportional,valbest,38232318.0,216683.0
yield_public_safety_x070,chicago,scarce,29,greedy_ev_point,valbest,37940495.0,214754.0
yield_public_safety_x070,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,37207529.0,210121.0
yield_public_safety_x070,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,37162683.0,209768.0
yield_public_safety_x130,chicago,scarce,29,uniform,uniform,47654273.0,302482.0
yield_public_safety_x130,chicago,scarce,29,proportional,valbest,36403038.0,204728.0
yield_public_safety_x130,chicago,scarce,29,greedy_ev_point,valbest,37127455.0,210355.0
yield_public_safety_x130,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,36346344.0,205605.0
yield_public_safety_x130,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,36114259.0,204404.0
yield_sanitation_x070,chicago,scarce,29,uniform,uniform,50017315.0,319042.0
yield_sanitation_x070,chicago,scarce,29,proportional,valbest,44352288.0,262898.0
yield_sanitation_x070,chicago,scarce,29,greedy_ev_point,valbest,38655870.0,225659.0
yield_sanitation_x070,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,37903374.0,222256.0
yield_sanitation_x070,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,37745615.0,220005.0
yield_sanitation_x130,chicago,scarce,29,uniform,uniform,45430195.0,285922.0
yield_sanitation_x130,chicago,scarce,29,proportional,valbest,31205328.0,166433.0
yield_sanitation_x130,chicago,scarce,29,greedy_ev_point,valbest,29874779.0,163609.0
yield_sanitation_x130,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,29149499.0,158196.0
yield_sanitation_x130,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,28623752.0,154516.0
yield_streets_transport_x070,chicago,scarce,29,uniform,uniform,50017315.0,319042.0
yield_streets_transport_x070,chicago,scarce,29,proportional,valbest,41827668.0,244313.0
yield_streets_transport_x070,chicago,scarce,29,greedy_ev_point,valbest,38101878.0,215361.0
yield_streets_transport_x070,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,37208413.0,210125.0
yield_streets_transport_x070,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,37162683.0,209768.0
yield_streets_transport_x130,chicago,scarce,29,uniform,uniform,45430195.0,285922.0
yield_streets_transport_x130,chicago,scarce,29,proportional,valbest,33559548.0,183023.0
yield_streets_transport_x130,chicago,scarce,29,greedy_ev_point,valbest,32973926.0,180273.0
yield_streets_transport_x130,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,32195041.0,175018.0
yield_streets_transport_x130,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,31890892.0,172801.0
yield_water_sewer_x070,chicago,scarce,29,uniform,uniform,47882486.0,303462.0
yield_water_sewer_x070,chicago,scarce,29,proportional,valbest,38338488.0,217793.0
yield_water_sewer_x070,chicago,scarce,29,greedy_ev_point,valbest,38101878.0,215361.0
yield_water_sewer_x070,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,37208413.0,210125.0
yield_water_sewer_x070,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,37162683.0,209768.0
yield_water_sewer_x130,chicago,scarce,29,uniform,uniform,47709577.0,301756.0
yield_water_sewer_x130,chicago,scarce,29,proportional,valbest,36402018.0,204593.0
yield_water_sewer_x130,chicago,scarce,29,greedy_ev_point,valbest,37212437.0,209343.0
yield_water_sewer_x130,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,36259803.0,203707.0
yield_water_sewer_x130,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,36053031.0,202415.0
abandonment_10,chicago,scarce,29,uniform,uniform,3040685.8789,8789.8847
abandonment_10,chicago,scarce,29,proportional,valbest,2057074.1667,5390.372
abandonment_10,chicago,scarce,29,greedy_ev_point,valbest,2130635.7666,5548.5084
abandonment_10,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,2061635.6094,5395.6317
abandonment_10,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,2056101.5855,5388.7937
normative_weights,chicago,moderate,38,uniform,uniform,82862260.0,264751.0
normative_weights,chicago,moderate,38,proportional,valbest,38429560.0,85586.0
normative_weights,chicago,moderate,38,greedy_ev_point,valbest,27736605.0,99693.0
normative_weights,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,25910019.0,93417.0
normative_weights,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,24571084.0,88049.0
yield_housing_building_x070,chicago,moderate,38,uniform,uniform,41458823.0,264751.0
yield_housing_building_x070,chicago,moderate,38,proportional,valbest,21742191.0,99131.0
yield_housing_building_x070,chicago,moderate,38,greedy_ev_point,valbest,21543522.0,96789.0
yield_housing_building_x070,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,20101876.0,86765.0
yield_housing_building_x070,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,19960983.0,85568.0
yield_housing_building_x130,chicago,moderate,38,uniform,uniform,41456066.0,264751.0
yield_housing_building_x130,chicago,moderate,38,proportional,valbest,18803451.0,77051.0
yield_housing_building_x130,chicago,moderate,38,greedy_ev_point,valbest,20169308.0,87314.0
yield_housing_building_x130,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,18787837.0,77640.0
yield_housing_building_x130,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,18618549.0,76219.0
yield_other_x070,chicago,moderate,38,uniform,uniform,41456275.0,264751.0
yield_other_x070,chicago,moderate,38,proportional,valbest,21810486.0,99671.0
yield_other_x070,chicago,moderate,38,greedy_ev_point,valbest,21581212.0,96986.0
yield_other_x070,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,20108587.0,86782.0
yield_other_x070,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,19960983.0,85568.0
yield_other_x130,chicago,moderate,38,uniform,uniform,41456191.0,264751.0
yield_other_x130,chicago,moderate,38,proportional,valbest,18781566.0,76961.0
yield_other_x130,chicago,moderate,38,greedy_ev_point,valbest,20089408.0,87194.0
yield_other_x130,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,18769728.0,77840.0
yield_other_x130,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,18580355.0,76292.0
yield_parks_trees_x070,chicago,moderate,38,uniform,uniform,43443855.0,271400.0
yield_parks_trees_x070,chicago,moderate,38,proportional,valbest,23042901.0,106931.0
yield_parks_trees_x070,chicago,moderate,38,greedy_ev_point,valbest,21332281.0,95125.0
yield_parks_trees_x070,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,20085690.0,86572.0
yield_parks_trees_x070,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,19960983.0,85568.0
yield_parks_trees_x130,chicago,moderate,38,uniform,uniform,41294116.0,264649.0
yield_parks_trees_x130,chicago,moderate,38,proportional,valbest,17949681.0,71966.0
yield_parks_trees_x130,chicago,moderate,38,greedy_ev_point,valbest,19235918.0,82104.0
yield_parks_trees_x130,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,18077545.0,73816.0
yield_parks_trees_x130,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,17670924.0,71057.0
yield_public_safety_x070,chicago,moderate,38,uniform,uniform,41570689.0,264751.0
yield_public_safety_x070,chicago,moderate,38,proportional,valbest,21440661.0,94961.0
yield_public_safety_x070,chicago,moderate,38,greedy_ev_point,valbest,21326009.0,95850.0
yield_public_safety_x070,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,20094321.0,86728.0
yield_public_safety_x070,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,19960983.0,85568.0
yield_public_safety_x130,chicago,moderate,38,uniform,uniform,41412316.0,264751.0
yield_public_safety_x130,chicago,moderate,38,proportional,valbest,19025976.0,80081.0
yield_public_safety_x130,chicago,moderate,38,greedy_ev_point,valbest,20413981.0,91053.0
yield_public_safety_x130,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,19222145.0,82162.0
yield_public_safety_x130,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,18912439.0,80204.0
yield_sanitation_x070,chicago,moderate,38,uniform,uniform,44323141.0,285451.0
yield_sanitation_x070,chicago,moderate,38,proportional,valbest,29831496.0,158396.0
yield_sanitation_x070,chicago,moderate,38,greedy_ev_point,valbest,26852214.0,143563.0
yield_sanitation_x070,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,26157920.0,139878.0
yield_sanitation_x070,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,25407613.0,134247.0
yield_sanitation_x130,chicago,moderate,38,uniform,uniform,38589241.0,244051.0
yield_sanitation_x130,chicago,moderate,38,proportional,valbest,12386946.0,31856.0
yield_sanitation_x130,chicago,moderate,38,greedy_ev_point,valbest,13088396.0,41509.0
yield_sanitation_x130,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,12014994.0,34350.0
yield_sanitation_x130,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,11421861.0,30316.0
yield_streets_transport_x070,chicago,moderate,38,uniform,uniform,44323141.0,285451.0
yield_streets_transport_x070,chicago,moderate,38,proportional,valbest,26338971.0,133751.0
yield_streets_transport_x070,chicago,moderate,38,greedy_ev_point,valbest,22587328.0,118116.0
yield_streets_transport_x070,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,21679041.0,113341.0
yield_streets_transport_x070,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,21361352.0,109507.0
yield_streets_transport_x130,chicago,moderate,38,uniform,uniform,38589241.0,244051.0
yield_streets_transport_x130,chicago,moderate,38,proportional,valbest,15408501.0,51476.0
yield_streets_transport_x130,chicago,moderate,38,greedy_ev_point,valbest,16107285.0,57573.0
yield_streets_transport_x130,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,14993176.0,50818.0
yield_streets_transport_x130,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,14689012.0,48601.0
yield_water_sewer_x070,chicago,moderate,38,uniform,uniform,41482383.0,265873.0
yield_water_sewer_x070,chicago,moderate,38,proportional,valbest,21486696.0,96146.0
yield_water_sewer_x070,chicago,moderate,38,greedy_ev_point,valbest,21402749.0,96159.0
yield_water_sewer_x070,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,20087932.0,86705.0
yield_water_sewer_x070,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,19960983.0,85568.0
yield_water_sewer_x130,chicago,moderate,38,uniform,uniform,41451127.0,264747.0
yield_water_sewer_x130,chicago,moderate,38,proportional,valbest,18991551.0,79031.0
yield_water_sewer_x130,chicago,moderate,38,greedy_ev_point,valbest,20399684.0,89291.0
yield_water_sewer_x130,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,19100210.0,80087.0
yield_water_sewer_x130,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,18851331.0,78215.0
abandonment_10,chicago,moderate,38,uniform,uniform,2652234.6969,7494.1944
abandonment_10,chicago,moderate,38,proportional,valbest,1046456.2091,2020.4028
abandonment_10,chicago,moderate,38,greedy_ev_point,valbest,1125607.8886,2209.6443
abandonment_10,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,1052658.9193,2026.4397
abandonment_10,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,1041811.8617,2012.4926
normative_weights,chicago,generous,46,uniform,uniform,74894659.0,237057.0
normative_weights,chicago,generous,46,proportional,valbest,10561065.0,1002.0
normative_weights,chicago,generous,46,greedy_ev_point,valbest,8340325.0,1308.0
normative_weights,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,7663790.0,1341.0
normative_weights,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,6374349.0,1025.0
yield_housing_building_x070,chicago,generous,46,uniform,uniform,37425899.0,237057.0
yield_housing_building_x070,chicago,generous,46,proportional,valbest,7123443.0,1164.0
yield_housing_building_x070,chicago,generous,46,greedy_ev_point,valbest,7532065.0,7131.0
yield_housing_building_x070,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,6108100.0,1084.0
yield_housing_building_x070,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,5833655.0,854.0
yield_housing_building_x130,chicago,generous,46,uniform,uniform,37425324.0,237057.0
yield_housing_building_x130,chicago,generous,46,proportional,valbest,4559807.0,886.0
yield_housing_building_x130,chicago,generous,46,greedy_ev_point,valbest,5937856.0,988.0
yield_housing_building_x130,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,4661099.0,891.0
yield_housing_building_x130,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,4534064.0,717.0
yield_other_x070,chicago,generous,46,uniform,uniform,37425429.0,237057.0
yield_other_x070,chicago,generous,46,proportional,valbest,7187374.0,1104.0
yield_other_x070,chicago,generous,46,greedy_ev_point,valbest,7599834.0,7333.0
yield_other_x070,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,6154457.0,1036.0
yield_other_x070,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,5871328.0,852.0
yield_other_x130,chicago,generous,46,uniform,uniform,37425429.0,237057.0
yield_other_x130,chicago,generous,46,proportional,valbest,4530838.0,929.0
yield_other_x130,chicago,generous,46,greedy_ev_point,valbest,5881764.0,1016.0
yield_other_x130,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,4644463.0,886.0
yield_other_x130,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,4507165.0,752.0
yield_parks_trees_x070,chicago,generous,46,uniform,uniform,38309801.0,237312.0
yield_parks_trees_x070,chicago,generous,46,proportional,valbest,8530701.0,2681.0
yield_parks_trees_x070,chicago,generous,46,greedy_ev_point,valbest,8125837.0,13290.0
yield_parks_trees_x070,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,7096341.0,7952.0
yield_parks_trees_x070,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,6649328.0,3127.0
yield_parks_trees_x130,chicago,generous,46,uniform,uniform,37406658.0,237045.0
yield_parks_trees_x130,chicago,generous,46,proportional,valbest,3941483.0,776.0
yield_parks_trees_x130,chicago,generous,46,greedy_ev_point,valbest,5215828.0,913.0
yield_parks_trees_x130,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,4168560.0,797.0
yield_parks_trees_x130,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,3896252.0,637.0
yield_public_safety_x070,chicago,generous,46,uniform,uniform,37482832.0,237057.0
yield_public_safety_x070,chicago,generous,46,proportional,valbest,6848352.0,1002.0
yield_public_safety_x070,chicago,generous,46,greedy_ev_point,valbest,7073225.0,1296.0
yield_public_safety_x070,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,5805023.0,991.0
yield_public_safety_x070,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,5629886.0,852.0
yield_public_safety_x130,chicago,generous,46,uniform,uniform,37402864.0,237057.0
yield_public_safety_x130,chicago,generous,46,proportional,valbest,4683363.0,1002.0
yield_public_safety_x130,chicago,generous,46,greedy_ev_point,valbest,6111378.0,1121.0
yield_public_safety_x130,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,4907340.0,991.0
yield_public_safety_x130,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,4663113.0,852.0
yield_sanitation_x070,chicago,generous,46,uniform,uniform,40865769.0,261897.0
yield_sanitation_x070,chicago,generous,46,proportional,valbest,17041296.0,66101.0
yield_sanitation_x070,chicago,generous,46,greedy_ev_point,valbest,16453791.0,67788.0
yield_sanitation_x070,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,15763146.0,64033.0
yield_sanitation_x070,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,14792640.0,57453.0
yield_sanitation_x130,chicago,generous,46,uniform,uniform,33985089.0,212217.0
yield_sanitation_x130,chicago,generous,46,proportional,valbest,1287657.0,574.0
yield_sanitation_x130,chicago,generous,46,greedy_ev_point,valbest,1795829.0,573.0
yield_sanitation_x130,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,1374535.0,544.0
yield_sanitation_x130,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,1178186.0,287.0
yield_streets_transport_x070,chicago,generous,46,uniform,uniform,40865769.0,261897.0
yield_streets_transport_x070,chicago,generous,46,proportional,valbest,12762351.0,37646.0
yield_streets_transport_x070,chicago,generous,46,greedy_ev_point,valbest,12152528.0,44581.0
yield_streets_transport_x070,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,11229161.0,39351.0
yield_streets_transport_x070,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,10459781.0,33058.0
yield_streets_transport_x130,chicago,generous,46,uniform,uniform,33985089.0,212217.0
yield_streets_transport_x130,chicago,generous,46,proportional,valbest,2504127.0,484.0
yield_streets_transport_x130,chicago,generous,46,greedy_ev_point,valbest,3240788.0,482.0
yield_streets_transport_x130,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,2541226.0,474.0
yield_streets_transport_x130,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,2389548.0,247.0
yield_water_sewer_x070,chicago,generous,46,uniform,uniform,37439134.0,237623.0
yield_water_sewer_x070,chicago,generous,46,proportional,valbest,6878087.0,1044.0
yield_water_sewer_x070,chicago,generous,46,greedy_ev_point,valbest,7270384.0,4084.0
yield_water_sewer_x070,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,5923174.0,1008.0
yield_water_sewer_x070,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,5708935.0,852.0
yield_water_sewer_x130,chicago,generous,46,uniform,uniform,37422842.0,237057.0
yield_water_sewer_x130,chicago,generous,46,proportional,valbest,4677288.0,974.0
yield_water_sewer_x130,chicago,generous,46,greedy_ev_point,valbest,6074686.0,1128.0
yield_water_sewer_x130,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,4867389.0,912.0
yield_water_sewer_x130,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,4657844.0,762.0
abandonment_10,chicago,generous,46,uniform,uniform,2353188.4643,6518.0904
abandonment_10,chicago,generous,46,proportional,valbest,466693.6454,786.78
abandonment_10,chicago,generous,46,greedy_ev_point,valbest,530402.5186,860.1862
abandonment_10,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,470716.5905,795.8354
abandonment_10,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,457993.6697,677.565
budgets_train_plus_validation,chicago,scarce,29,uniform,uniform,47723755.0,302482.0
budgets_train_plus_validation,chicago,scarce,29,proportional,valbest,37162683.0,209768.0
budgets_train_plus_validation,chicago,scarce,29,greedy_ev_point,valbest,38101878.0,215361.0
budgets_train_plus_validation,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,37208413.0,210125.0
budgets_train_plus_validation,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,37162683.0,209768.0
budgets_train_plus_validation,chicago,moderate,38,uniform,uniform,41456191.0,264751.0
budgets_train_plus_validation,chicago,moderate,38,proportional,valbest,19965951.0,85586.0
budgets_train_plus_validation,chicago,moderate,38,greedy_ev_point,valbest,21402749.0,96159.0
budgets_train_plus_validation,chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,20087932.0,86705.0
budgets_train_plus_validation,chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,19960983.0,85568.0
budgets_train_plus_validation,chicago,generous,46,uniform,uniform,37425429.0,237057.0
budgets_train_plus_validation,chicago,generous,46,proportional,valbest,5451379.0,1002.0
budgets_train_plus_validation,chicago,generous,46,greedy_ev_point,valbest,6920807.0,1121.0
budgets_train_plus_validation,chicago,generous,46,greedy_ev_quantile,quantile/full_arm,5561653.0,991.0
budgets_train_plus_validation,chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,5443612.0,852.0
normative_weights,nyc,scarce,119,uniform,uniform,319715284.0,1472303.0
normative_weights,nyc,scarce,119,proportional,valbest,253823521.0,1103316.0
normative_weights,nyc,scarce,119,greedy_ev_point,valbest,173234652.0,1144557.0
normative_weights,nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,167009140.0,1115207.0
normative_weights,nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,164251678.0,1104786.0
yield_housing_building_x070,nyc,scarce,119,uniform,uniform,198789194.0,1534403.0
yield_housing_building_x070,nyc,scarce,119,proportional,valbest,158998916.0,1207296.0
yield_housing_building_x070,nyc,scarce,119,greedy_ev_point,valbest,154512408.0,1168690.0
yield_housing_building_x070,nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,146796333.0,1113128.0
yield_housing_building_x070,nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,146024681.0,1103316.0
yield_housing_building_x130,nyc,scarce,119,uniform,uniform,181587494.0,1410203.0
yield_housing_building_x130,nyc,scarce,119,proportional,valbest,136311086.0,1022706.0
yield_housing_building_x130,nyc,scarce,119,greedy_ev_point,valbest,139045323.0,1025060.0
yield_housing_building_x130,nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,132067300.0,979237.0
yield_housing_building_x130,nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,130530976.0,963762.0
yield_noise_x070,nyc,scarce,119,uniform,uniform,198789194.0,1534403.0
yield_noise_x070,nyc,scarce,119,proportional,valbest,164762711.0,1238976.0
yield_noise_x070,nyc,scarce,119,greedy_ev_point,valbest,150964368.0,1145465.0
yield_noise_x070,nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,146673940.0,1108691.0
yield_noise_x070,nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,146024681.0,1103316.0
yield_noise_x130,nyc,scarce,119,uniform,uniform,181587494.0,1410203.0
yield_noise_x130,nyc,scarce,119,proportional,valbest,131798936.0,1000131.0
yield_noise_x130,nyc,scarce,119,greedy_ev_point,valbest,133831633.0,1016254.0
yield_noise_x130,nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,128452525.0,981326.0
yield_noise_x130,nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,125458602.0,953220.0
yield_other_x070,nyc,scarce,119,uniform,uniform,195477380.0,1498798.0
yield_other_x070,nyc,scarce,119,proportional,valbest,151762151.0,1143396.0
yield_other_x070,nyc,scarce,119,greedy_ev_point,valbest,154578774.0,1163775.0
yield_other_x070,nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,146954061.0,1109964.0
yield_other_x070,nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,146024681.0,1103316.0
yield_other_x130,nyc,scarce,119,uniform,uniform,190174837.0,1472303.0
yield_other_x130,nyc,scarce,119,proportional,valbest,141953006.0,1075221.0
yield_other_x130,nyc,scarce,119,greedy_ev_point,valbest,148330918.0,1121098.0
yield_other_x130,nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,141326130.0,1071939.0
yield_other_x130,nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,140237893.0,1064218.0
yield_parks_trees_x070,nyc,scarce,119,uniform,uniform,190232207.0,1472303.0
yield_parks_trees_x070,nyc,scarce,119,proportional,valbest,149508806.0,1125576.0
yield_parks_trees_x070,nyc,scarce,119,greedy_ev_point,valbest,154284334.0,1162194.0
yield_parks_trees_x070,nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,146881539.0,1109589.0
yield_parks_trees_x070,nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,146024681.0,1103316.0
yield_parks_trees_x130,nyc,scarce,119,uniform,uniform,190180717.0,1472303.0
yield_parks_trees_x130,nyc,scarce,119,proportional,valbest,143609546.0,1088511.0
yield_parks_trees_x130,nyc,scarce,119,greedy_ev_point,valbest,151205892.0,1145021.0
yield_parks_trees_x130,nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,143916878.0,1093409.0
yield_parks_trees_x130,nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,142834480.0,1085669.0
yield_public_safety_x070,nyc,scarce,119,uniform,uniform,190220606.0,1472303.0
yield_public_safety_x070,nyc,scarce,119,proportional,valbest,148597631.0,1121286.0
yield_public_safety_x070,nyc,scarce,119,greedy_ev_point,valbest,154286594.0,1162158.0
yield_public_safety_x070,nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,146916722.0,1109755.0
yield_public_safety_x070,nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,146024681.0,1103316.0
yield_public_safety_x130,nyc,scarce,119,uniform,uniform,190178179.0,1472303.0
yield_public_safety_x130,nyc,scarce,119,proportional,valbest,144217151.0,1091151.0
yield_public_safety_x130,nyc,scarce,119,greedy_ev_point,valbest,151693898.0,1145255.0
yield_public_safety_x130,nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,144576480.0,1094260.0
yield_public_safety_x130,nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,143483280.0,1086603.0
yield_sanitation_x070,nyc,scarce,119,uniform,uniform,198789194.0,1534403.0
yield_sanitation_x070,nyc,scarce,119,proportional,valbest,153892796.0,1158921.0
yield_sanitation_x070,nyc,scarce,119,greedy_ev_point,valbest,154395062.0,1162833.0
yield_sanitation_x070,nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,146938634.0,1109869.0
yield_sanitation_x070,nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,146024681.0,1103316.0
