city,regime,crews,policy,config,total_unmet_weighted,total_unmet_raw,final_backlog,unmet_by_family
sf,generous,47,proportional,local/internal/random_forest,351791.0,182058.0,419.0,"[6730.0, 3781.0, 11903.0, 2495.0, 8418.0, 71242.0, 238078.0, 9144.0]"
sf,generous,47,greedy_ev_point,local/internal/random_forest,501625.0,457422.0,4543.0,"[5514.0, 9318.0, 195766.0, 209751.0, 21.0, 22424.0, 54004.0, 4827.0]"
sf,generous,47,proportional,local/internal/lgbm_point,317599.0,166273.0,321.0,"[6878.0, 4045.0, 11542.0, 3349.0, 399.0, 65472.0, 214346.0, 11568.0]"
sf,generous,47,greedy_ev_point,local/internal/lgbm_point,512408.0,466073.0,4477.0,"[5092.0, 9366.0, 199110.0, 213057.0, 21.0, 25036.0, 55362.0, 5364.0]"
sf,generous,47,proportional,local/calendar/random_forest,350324.0,180626.0,451.0,"[6774.0, 3308.0, 11067.0, 2398.0, 8418.0, 70398.0, 238844.0, 9117.0]"
sf,generous,47,greedy_ev_point,local/calendar/random_forest,432877.0,391123.0,3952.0,"[4606.0, 8607.0, 160401.0, 181825.0, 36.0, 20868.0, 52178.0, 4356.0]"
sf,generous,47,proportional,local/calendar/lgbm_point,345593.0,178693.0,601.0,"[6370.0, 3560.0, 11776.0, 2676.0, 8418.0, 71306.0, 231248.0, 10239.0]"
sf,generous,47,greedy_ev_point,local/calendar/lgbm_point,384714.0,339359.0,3783.0,"[5192.0, 8951.0, 148826.0, 137903.0, 39.0, 24490.0, 54324.0, 4989.0]"
sf,generous,47,proportional,local/calendar_weather/ridge,371290.0,193236.0,688.0,"[6074.0, 3481.0, 12467.0, 3434.0, 729.0, 70584.0, 262650.0, 11871.0]"
sf,generous,47,greedy_ev_point,local/calendar_weather/ridge,551593.0,502982.0,4590.0,"[4406.0, 10836.0, 232987.0, 212498.0, 30.0, 19622.0, 65394.0, 5820.0]"
sf,generous,47,proportional,local/calendar_weather/random_forest,339688.0,174966.0,456.0,"[6260.0, 3550.0, 10530.0, 2295.0, 8418.0, 67962.0, 230698.0, 9975.0]"
sf,generous,47,greedy_ev_point,local/calendar_weather/random_forest,417872.0,377832.0,3637.0,"[4454.0, 8527.0, 171558.0, 158992.0, 36.0, 21306.0, 49180.0, 3819.0]"
sf,generous,47,proportional,local/calendar_weather/lgbm_point,323130.0,168455.0,528.0,"[7076.0, 3695.0, 11031.0, 2871.0, 729.0, 65608.0, 221398.0, 10722.0]"
sf,generous,47,greedy_ev_point,local/calendar_weather/lgbm_point,362220.0,320327.0,3310.0,"[4894.0, 8805.0, 148530.0, 122734.0, 39.0, 21450.0, 50902.0, 4866.0]"
sf,generous,47,proportional,global/calendar_weather/lgbm_point,317578.0,166312.0,390.0,"[6538.0, 3998.0, 11409.0, 3247.0, 729.0, 64804.0, 216758.0, 10095.0]"
sf,generous,47,greedy_ev_point,global/calendar_weather/lgbm_point,342031.0,299017.0,3718.0,"[5392.0, 8512.0, 140441.0, 108710.0, 36.0, 20256.0, 53740.0, 4944.0]"
